"Gene_Id","Gene_length","Num_of_Transcripts","Num_of_Exons","Gene_name","Gene_type"
"ENSG00000100461.18",25978,5,22," RBM23"," protein_coding"
"ENSG00000237054.9",7953,2,6," PRMT5-AS1"," lncRNA"
"ENSG00000100462.16",8883,6,27," PRMT5"," protein_coding"
"ENSG00000257285.7",26829,1,4," PRMT5-DT"," lncRNA"
"ENSG00000092036.19",10933,7,19," HAUS4"," protein_coding"
"ENSG00000259132.1",35988,1,1," ENSG00000259132"," protein_coding"
"ENSG00000284118.1",79,1,1," MIR4707"," miRNA"
"ENSG00000129474.16",11374,3,13," AJUBA"," protein_coding"
"ENSG00000258457.5",16380,2,6," AJUBA-DT"," lncRNA"
"ENSG00000100802.15",24272,5,20," C14orf93"," protein_coding"
"ENSG00000280129.1",1624,1,1," ENSG00000280129"," TEC"
"ENSG00000100804.19",18687,4,9," PSMB5"," protein_coding"
"ENSG00000279656.1",1134,1,1," ENSG00000279656"," TEC"
"ENSG00000222028.5",1848,1,1," PSMB11"," protein_coding"
"ENSG00000139880.21",10476,3,18," CDH24"," protein_coding"
"ENSG00000288795.1",959,1,2," ENSG00000288795"," lncRNA"
"ENSG00000100813.15",37050,7,30," ACIN1"," protein_coding"
"ENSG00000179933.6",4951,2,4," C14orf119"," protein_coding"
"ENSG00000283654.3",5927,2,18," LMLN2"," protein_coding"
"ENSG00000092067.7",3220,1,2," CEBPE"," protein_coding"
"ENSG00000288931.1",276,1,1," ENSG00000288931"," lncRNA"
"ENSG00000092068.21",58379,5,19," SLC7A8"," protein_coding"
"ENSG00000202229.1",105,1,1," RNU6-1138P"," snRNA"
"ENSG00000215277.9",88161,3,20," RNF212B"," protein_coding"
"ENSG00000289968.1",8229,1,3," ENSG00000289968"," lncRNA"
"ENSG00000240131.1",155,1,1," ENSG00000240131"," processed_pseudogene"
"ENSG00000252347.1",106,1,1," RNU6-1046P"," snRNA"
"ENSG00000215271.9",27025,3,8," HOMEZ"," protein_coding"
"ENSG00000270433.1",1946,2,3," H3P37"," transcribed_unprocessed_pseudogene"
"ENSG00000235194.9",7207,1,5," PPP1R3E"," protein_coding"
"ENSG00000129473.11",12961,6,11," BCL2L2"," protein_coding"
"ENSG00000258643.6",19342,3,11," BCL2L2-PABPN1"," protein_coding"
"ENSG00000100836.11",4706,3,7," PABPN1"," protein_coding"
"ENSG00000092096.19",6598,2,13," SLC22A17"," protein_coding"
"ENSG00000100842.13",9349,3,12," EFS"," protein_coding"
"ENSG00000259018.1",597,1,2," ENSG00000259018"," lncRNA"
"ENSG00000166090.8",3594,2,5," IL25"," protein_coding"
"ENSG00000166091.21",2999,6,15," CMTM5"," protein_coding"
"ENSG00000197616.13",26291,1,39," MYH6"," protein_coding"
"ENSG00000199157.2",70,1,1," MIR208A"," miRNA"
"ENSG00000289973.1",1467,1,1," ENSG00000289973"," lncRNA"
"ENSG00000092054.13",22920,1,40," MYH7"," protein_coding"
"ENSG00000258444.1",347,1,2," ENSG00000258444"," lncRNA"
"ENSG00000215991.1",76,1,1," MIR208B"," miRNA"
"ENSG00000129460.17",40183,5,19," NGDN"," protein_coding"
"ENSG00000157306.14",49018,2,7," ZFHX2-AS1"," lncRNA"
"ENSG00000136367.15",35335,1,10," ZFHX2"," protein_coding"
"ENSG00000273618.1",1685,1,1," ENSG00000273618"," lncRNA"
"ENSG00000259431.6",4283,5,12," THTPA"," protein_coding"
"ENSG00000213983.12",8505,2,24," AP1G2"," protein_coding"
"ENSG00000258727.1",6976,1,4," AP1G2-AS1"," lncRNA"
"ENSG00000092051.18",10752,3,10," JPH4"," protein_coding"
"ENSG00000274002.1",811,1,1," ENSG00000274002"," lncRNA"
"ENSG00000100867.15",15524,3,13," DHRS2"," protein_coding"
"ENSG00000258464.2",29960,3,13," ENSG00000258464"," lncRNA"
"ENSG00000259043.1",1914,1,1," BRD7P1"," processed_pseudogene"
"ENSG00000270618.1",1336,1,2," ENSG00000270618"," unprocessed_pseudogene"
"ENSG00000222931.1",306,1,1," RN7SKP205"," misc_RNA"
"ENSG00000258887.3",10115,1,4," ENSG00000258887"," unprocessed_pseudogene"
"ENSG00000285727.1",6490,1,3," ENSG00000285727"," lncRNA"
"ENSG00000259334.1",12321,1,3," LINC00596"," lncRNA"
"ENSG00000215256.6",114336,4,11," DHRS4-AS1"," lncRNA"
"ENSG00000157326.19",15545,7,16," DHRS4"," protein_coding"
"ENSG00000187630.18",36534,6,15," DHRS4L2"," protein_coding"
"ENSG00000285467.1",81446,1,5," ENSG00000285467"," lncRNA"
"ENSG00000286931.3",20725,1,2," ENSG00000286931"," lncRNA"
"ENSG00000225766.12",14589,3,10," DHRS4L1"," transcribed_unprocessed_pseudogene"
"ENSG00000186648.15",17720,1,40," CARMIL3"," protein_coding"
"ENSG00000100884.10",7263,3,21," CPNE6"," protein_coding"
"ENSG00000129535.13",36348,5,12," NRL"," protein_coding"
"ENSG00000100889.12",16545,6,20," PCK2"," protein_coding"
"ENSG00000100897.18",11047,4,23," DCAF11"," protein_coding"
"ENSG00000259371.2",10873,1,2," ENSG00000259371"," protein_coding"
"ENSG00000139914.7",2190,2,3," FITM1"," protein_coding"
"ENSG00000092010.15",2804,4,18," PSME1"," protein_coding"
"ENSG00000100908.14",2632,3,9," EMC9"," protein_coding"
"ENSG00000259321.1",999,1,2," ENSG00000259321"," lncRNA"
"ENSG00000100911.16",4208,4,16," PSME2"," protein_coding"
"ENSG00000283856.1",76,1,1," MIR7703"," miRNA"
"ENSG00000092098.18",13977,3,27," RNF31"," protein_coding"
"ENSG00000259529.2",18904,1,10," ENSG00000259529"," protein_coding"
"ENSG00000199804.1",119,1,1," RNA5SP383"," rRNA_pseudogene"
"ENSG00000213928.10",6809,21,37," IRF9"," protein_coding"
"ENSG00000289757.1",1094,1,2," ENSG00000289757"," lncRNA"
"ENSG00000100918.14",8404,2,22," REC8"," protein_coding"
"ENSG00000196497.17",8650,2,32," IPO4"," protein_coding"
"ENSG00000259522.3",10021,1,3," ENSG00000259522"," protein_coding"
"ENSG00000287765.1",4192,1,2," ENSG00000287765"," lncRNA"
"ENSG00000100926.15",6538,4,13," TM9SF1"," protein_coding"
"ENSG00000254692.1",24316,1,6," ENSG00000254692"," protein_coding"
"ENSG00000288820.2",682,1,1," ENSG00000288820"," lncRNA"
"ENSG00000276698.1",657,1,1," ENSG00000276698"," lncRNA"
"ENSG00000278784.1",1199,1,1," ENSG00000278784"," lncRNA"
"ENSG00000139908.15",2666,4,9," TSSK4"," protein_coding"
"ENSG00000254505.11",4215,2,5," CHMP4A"," protein_coding"
"ENSG00000260669.2",6341,1,6," ENSG00000260669"," lncRNA"
"ENSG00000213920.9",2127,2,6," MDP1"," protein_coding"
"ENSG00000255526.6",18397,1,4," NEDD8-MDP1"," protein_coding"
"ENSG00000129559.13",15510,2,4," NEDD8"," protein_coding"
"ENSG00000100938.19",6820,8,21," GMPR2"," protein_coding"
"ENSG00000092330.19",4377,10,25," TINF2"," protein_coding"
"ENSG00000289979.1",690,1,1," ENSG00000289979"," lncRNA"
"ENSG00000092295.12",15318,2,18," TGM1"," protein_coding"
"ENSG00000100949.15",6073,3,21," RABGGTA"," protein_coding"
"ENSG00000288044.3",27660,1,2," ENSG00000288044"," lncRNA"
"ENSG00000286825.1",7363,1,3," ENSG00000286825"," lncRNA"
"ENSG00000157379.14",9182,2,11," DHRS1"," protein_coding"
"ENSG00000196943.14",9274,2,14," NOP9"," protein_coding"
"ENSG00000136305.12",6243,3,10," CIDEB"," protein_coding"
"ENSG00000213906.10",6319,3,5," LTB4R2"," protein_coding"
"ENSG00000213903.9",6586,3,5," LTB4R"," protein_coding"
"ENSG00000129467.14",16744,3,30," ADCY4"," protein_coding"
"ENSG00000258973.1",5072,1,3," ENSG00000258973"," lncRNA"
"ENSG00000129465.16",3997,1,9," RIPK3"," protein_coding"
"ENSG00000283290.1",100,1,1," U6"," snRNA"
"ENSG00000100968.14",13931,19,35," NFATC4"," protein_coding"
"ENSG00000205978.6",20280,1,9," NYNRIN"," protein_coding"
"ENSG00000139899.11",4409,2,5," CBLN3"," protein_coding"
"ENSG00000100441.10",12557,4,15," KHNYN"," protein_coding"
"ENSG00000100445.18",3139,5,15," SDR39U1"," protein_coding"
"ENSG00000258744.3",65678,2,5," ENSG00000258744"," lncRNA"
"ENSG00000092009.10",2912,2,6," CMA1"," protein_coding"
"ENSG00000100448.4",2732,1,5," CTSG"," protein_coding"
"ENSG00000258657.5",62051,2,6," ENSG00000258657"," lncRNA"
"ENSG00000100450.13",3219,3,9," GZMH"," protein_coding"
"ENSG00000100453.14",3313,4,12," GZMB"," protein_coding"
"ENSG00000168952.16",240693,6,17," STXBP6"," protein_coding"
"ENSG00000288100.1",1772,1,2," ENSG00000288100"," lncRNA"
"ENSG00000287481.1",4806,1,2," ENSG00000287481"," lncRNA"
"ENSG00000258098.2",31847,1,6," LINC02286"," lncRNA"
"ENSG00000257179.1",272,1,1," HMGN2P6"," processed_pseudogene"
"ENSG00000258275.1",925,1,1," OR7K1P"," unprocessed_pseudogene"
"ENSG00000257976.1",1041,1,1," ENSG00000257976"," processed_pseudogene"
"ENSG00000257986.3",496001,2,14," LINC02306"," lncRNA"
"ENSG00000212270.1",64,1,1," ENSG00000212270"," snoRNA"
"ENSG00000279521.1",2375,1,1," ENSG00000279521"," TEC"
"ENSG00000285633.1",82790,1,3," ENSG00000285633"," lncRNA"
"ENSG00000257503.1",388,1,1," CYB5AP5"," processed_pseudogene"
"ENSG00000139910.20",154943,5,13," NOVA1"," protein_coding"
"ENSG00000262119.1",1770,1,1," ENSG00000262119"," lncRNA"
"ENSG00000257842.6",208098,4,18," NOVA1-DT"," lncRNA"
"ENSG00000258081.4",695761,3,13," ENSG00000258081"," lncRNA"
"ENSG00000257845.1",46612,1,4," LINC02294"," lncRNA"
"ENSG00000257185.2",27118,5,15," LINC02293"," lncRNA"
"ENSG00000286479.1",41635,1,3," ENSG00000286479"," lncRNA"
"ENSG00000257612.2",45502,8,30," MIR4307HG"," lncRNA"
"ENSG00000265165.1",83,1,1," MIR4307"," miRNA"
"ENSG00000258932.5",586569,2,5," ENSG00000258932"," transcribed_processed_pseudogene"
"ENSG00000258548.6",27059,1,5," LINC00645"," lncRNA"
"ENSG00000264657.1",73,1,1," MIR3171"," miRNA"
"ENSG00000197358.9",1584,2,2," BNIP3P1"," transcribed_processed_pseudogene"
"ENSG00000257869.1",100471,1,3," ENSG00000257869"," lncRNA"
"ENSG00000240179.1",452,1,1," RPL26P3"," processed_pseudogene"
"ENSG00000258175.1",21400,1,3," LINC02300"," lncRNA"
"ENSG00000257662.1",140,1,1," EIF4A1P12"," processed_pseudogene"
"ENSG00000258282.2",486,1,1," BTF3P2"," processed_pseudogene"
"ENSG00000257126.6",38617,3,11," FOXG1-AS1"," lncRNA"
"ENSG00000186960.14",58177,9,22," LINC01551"," lncRNA"
"ENSG00000176165.12",3490,1,1," FOXG1"," protein_coding"
"ENSG00000257056.3",2889,1,3," LINC02282"," lncRNA"
"ENSG00000257748.2",30120,1,4," LINC02281"," lncRNA"
"ENSG00000258038.6",138519,6,22," LINC02327"," lncRNA"
"ENSG00000258065.1",1317,1,1," ENSG00000258065"," processed_pseudogene"
"ENSG00000257523.3",189589,2,12," LINC02326"," lncRNA"
"ENSG00000207164.1",111,1,1," Y_RNA"," misc_RNA"
"ENSG00000258028.3",435517,5,24," ENSG00000258028"," lncRNA"
"ENSG00000252065.1",107,1,1," RNU6-864P"," snRNA"
"ENSG00000257522.7",181062,6,24," ENSG00000257522"," lncRNA"
"ENSG00000258107.3",46338,3,7," ENSG00000258107"," lncRNA"
"ENSG00000286040.1",84604,1,5," ENSG00000286040"," lncRNA"
"ENSG00000212518.1",128,1,1," RNU11-5P"," snRNA"
"ENSG00000184304.17",615419,2,21," PRKD1"," protein_coding"
"ENSG00000257120.1",5107,1,2," ENSG00000257120"," lncRNA"
"ENSG00000252686.1",102,1,1," RNU6-1234P"," snRNA"
"ENSG00000287142.1",4311,1,2," ENSG00000287142"," lncRNA"
"ENSG00000257904.1",39467,1,5," ENSG00000257904"," lncRNA"
"ENSG00000248975.2",344646,2,7," ENSG00000248975"," lncRNA"
"ENSG00000240201.1",744,1,1," ENSG00000240201"," processed_pseudogene"
"ENSG00000279032.1",3007,1,1," ENSG00000279032"," TEC"
"ENSG00000257636.6",135637,3,12," G2E3-AS1"," lncRNA"
"ENSG00000278587.1",157,1,1," ENSG00000278587"," misc_RNA"
"ENSG00000258350.1",412,1,1," SYF2P1"," processed_pseudogene"
"ENSG00000092140.16",60906,3,18," G2E3"," protein_coding"
"ENSG00000092108.22",115403,17,47," SCFD1"," protein_coding"
"ENSG00000258648.1",553,1,1," UBE2CP1"," processed_pseudogene"
"ENSG00000258558.1",87776,1,3," ENSG00000258558"," lncRNA"
"ENSG00000243855.1",391,1,1," RPL12P5"," processed_pseudogene"
"ENSG00000240513.1",200,1,1," ENSG00000240513"," processed_pseudogene"
"ENSG00000213867.4",424,1,1," ENSG00000213867"," processed_pseudogene"
"ENSG00000100473.18",20551,6,25," COCH"," protein_coding"
"ENSG00000258525.2",13629,2,8," ENSG00000258525"," lncRNA"
"ENSG00000196792.12",132602,2,20," STRN3"," protein_coding"
"ENSG00000258886.2",275,1,1," HIGD1AP17"," processed_pseudogene"
"ENSG00000207952.1",96,1,1," MIR624"," miRNA"
"ENSG00000258968.2",350,1,1," ENSG00000258968"," processed_pseudogene"
"ENSG00000100478.16",105890,9,24," AP4S1"," protein_coding"
"ENSG00000092148.14",107687,7,56," HECTD1"," protein_coding"
"ENSG00000258640.3",670,1,2," RPL21P5"," processed_pseudogene"
"ENSG00000207440.1",109,1,1," RNU6-541P"," snRNA"
"ENSG00000202402.1",100,1,1," Y_RNA"," misc_RNA"
"ENSG00000257831.1",54111,1,6," ENSG00000257831"," lncRNA"
"ENSG00000199291.1",101,1,1," Y_RNA"," misc_RNA"
"ENSG00000129493.15",128762,2,38," HEATR5A"," protein_coding"
"ENSG00000283016.1",410,1,1," ATP5MC1P2"," processed_pseudogene"
"ENSG00000203546.7",123129,1,4," ENSG00000203546"," protein_coding"
"ENSG00000250365.7",32597,2,7," HEATR5A-DT"," lncRNA"
"ENSG00000129480.13",11470,2,6," DTD2"," protein_coding"
"ENSG00000239323.1",576,1,1," ENSG00000239323"," processed_pseudogene"
"ENSG00000214943.5",5164,1,2," GPR33"," protein_coding"
"ENSG00000151413.17",371268,1,11," NUBPL"," protein_coding"
"ENSG00000258196.1",5140,1,3," ENSG00000258196"," lncRNA"
"ENSG00000257155.1",2827,1,2," NUBPL-DT"," lncRNA"
"ENSG00000223087.2",104,1,1," RNU6-602P"," snRNA"
"ENSG00000207412.1",106,1,1," RNU6-455P"," snRNA"
"ENSG00000257472.1",4345,1,2," ENSG00000257472"," lncRNA"
"ENSG00000258474.1",5529,1,2," LINC02313"," lncRNA"
"ENSG00000275002.1",545,2,2," ENSG00000275002"," transcribed_unprocessed_pseudogene"
"ENSG00000258386.1",11783,1,2," ENSG00000258386"," lncRNA"
"ENSG00000258655.2",1847,1,1," ARHGAP5-AS1"," lncRNA"
"ENSG00000100852.14",83614,5,15," ARHGAP5"," protein_coding"
"ENSG00000285608.1",8832,1,2," ENSG00000285608"," lncRNA"
"ENSG00000286527.1",1303,1,1," ENSG00000286527"," lncRNA"
"ENSG00000201654.1",106,1,1," RNU6-7"," snRNA"
"ENSG00000202337.1",106,1,1," RNU6-8"," snRNA"
"ENSG00000258619.2",1569,1,1," ENSG00000258619"," processed_pseudogene"
"ENSG00000259086.3",444,1,1," KIAA1143P1"," processed_pseudogene"
"ENSG00000151320.11",508386,3,18," AKAP6"," protein_coding"
"ENSG00000258580.1",44637,2,6," ENSG00000258580"," lncRNA"
"ENSG00000278746.1",298,1,1," RN7SL660P"," misc_RNA"
"ENSG00000259045.1",702,1,1," MTCO1P2"," unprocessed_pseudogene"
"ENSG00000280281.1",3584,1,1," ENSG00000280281"," TEC"
"ENSG00000289111.2",463,1,1," ENSG00000289111"," lncRNA"
"ENSG00000151322.20",886467,6,23," NPAS3"," protein_coding"
"ENSG00000287153.1",3932,1,2," ENSG00000287153"," lncRNA"
"ENSG00000287777.1",5526,1,2," ENSG00000287777"," lncRNA"
"ENSG00000129521.15",538547,3,8," EGLN3"," protein_coding"
"ENSG00000258897.1",19203,1,3," EGLN3-AS1"," lncRNA"
"ENSG00000223593.1",915,1,1," ENSG00000223593"," processed_pseudogene"
"ENSG00000165389.7",29452,1,2," SPTSSA"," protein_coding"
"ENSG00000237450.5",468,1,1," RPL23AP71"," processed_pseudogene"
"ENSG00000129518.10",23766,1,6," EAPP"," protein_coding"
"ENSG00000279423.1",670,1,1," ENSG00000279423"," TEC"
"ENSG00000259002.2",4589,2,5," ENSG00000259002"," lncRNA"
"ENSG00000206596.1",163,1,1," RNU1-27P"," snRNA"
"ENSG00000206588.1",163,1,1," RNU1-28P"," snRNA"
"ENSG00000259135.1",4524,2,5," ENSG00000259135"," lncRNA"
"ENSG00000129515.20",69067,3,18," SNX6"," protein_coding"
"ENSG00000240463.1",440,1,1," RPS19P3"," processed_pseudogene"
"ENSG00000275978.1",314,1,1," Metazoa_SRP"," misc_RNA"
"ENSG00000253003.1",103,1,1," RNU6-1261P"," snRNA"
"ENSG00000241582.1",474,1,1," RPL23AP8"," processed_pseudogene"
"ENSG00000165410.15",5710,7,17," CFL2"," protein_coding"
"ENSG00000243824.1",497,1,1," RPL12P6"," processed_pseudogene"
"ENSG00000198604.11",122916,3,30," BAZ1A"," protein_coding"
"ENSG00000251726.1",60,1,1," RNU7-41P"," snRNA"
"ENSG00000258738.1",2116,1,1," BAZ1A-AS1"," lncRNA"
"ENSG00000258704.8",71332,3,13," SRP54-AS1"," transcribed_unitary_pseudogene"
"ENSG00000258493.2",141,1,1," ENSG00000258493"," processed_pseudogene"
"ENSG00000226677.3",1008,1,1," IGBP1P1"," processed_pseudogene"
"ENSG00000100883.13",47729,8,29," SRP54"," protein_coding"
"ENSG00000151327.14",71513,4,13," FAM177A1"," protein_coding"
"ENSG00000092020.11",37050,2,15," PPP2R3C"," protein_coding"
"ENSG00000279434.1",2024,1,1," ENSG00000279434"," TEC"
"ENSG00000100890.16",155776,6,19," PRORP"," protein_coding"
"ENSG00000258790.1",194925,1,9," ENSG00000258790"," protein_coding"
"ENSG00000241052.1",459,1,1," RPL23AP70"," processed_pseudogene"
"ENSG00000259090.1",1195,1,1," SEPTIN7P1"," processed_pseudogene"
"ENSG00000282625.1",260,1,1," MRPL57P8"," processed_pseudogene"
"ENSG00000282308.1",572,1,1," DPRXP3"," processed_pseudogene"
"ENSG00000256243.2",471,1,1," RPL7AP3"," processed_pseudogene"
"ENSG00000240392.1",574,1,1," RPL9P3"," processed_pseudogene"
"ENSG00000100902.11",38860,8,14," PSMA6"," protein_coding"
"ENSG00000258860.1",1396,1,2," ENSG00000258860"," lncRNA"
"ENSG00000240023.1",948,1,1," RPLP0P3"," processed_pseudogene"
"ENSG00000100906.12",3670,5,14," NFKBIA"," protein_coding"
"ENSG00000259022.2",371,1,1," DNAJC8P1"," processed_pseudogene"
"ENSG00000259017.1",622,1,2," ENSG00000259017"," lncRNA"
"ENSG00000259105.1",1058,1,2," RPS3AP4"," processed_pseudogene"
"ENSG00000258783.1",1264,1,1," KRT18P6"," processed_pseudogene"
"ENSG00000168348.4",2890,1,1," INSM2"," protein_coding"
"ENSG00000174373.17",270952,7,57," RALGAPA1"," protein_coding"
"ENSG00000253059.1",136,1,1," ENSG00000253059"," snoRNA"
"ENSG00000257957.1",1315,1,1," QRSL1P3"," processed_pseudogene"
"ENSG00000258938.1",7541,1,2," ENSG00000258938"," lncRNA"
"ENSG00000258300.2",383,1,1," NUTF2P2"," processed_pseudogene"
"ENSG00000100916.14",105987,1,10," BRMS1L"," protein_coding"
"ENSG00000257272.1",1446,1,2," ENSG00000257272"," lncRNA"
"ENSG00000257307.1",708,1,1," ENSG00000257307"," processed_pseudogene"
"ENSG00000258342.4",170437,3,12," ENSG00000258342"," lncRNA"
"ENSG00000257614.1",2488,1,2," ENSG00000257614"," lncRNA"
"ENSG00000257720.1",1116,1,1," ILF2P2"," processed_pseudogene"
"ENSG00000257826.1",6164,1,3," ENSG00000257826"," lncRNA"
"ENSG00000257585.1",94861,1,3," LINC00609"," lncRNA"
"ENSG00000259104.2",40360,1,4," PTCSC3"," lncRNA"
"ENSG00000289098.1",715,1,1," ENSG00000289098"," lncRNA"
"ENSG00000258844.2",22408,1,3," ENSG00000258844"," lncRNA"
"ENSG00000252312.1",219,1,1," RN7SKP21"," misc_RNA"
"ENSG00000151332.20",22073,3,13," MBIP"," protein_coding"
"ENSG00000283098.2",335410,1,4," ENSG00000283098"," lncRNA"
"ENSG00000188831.4",1218,2,2," DPPA3P2"," transcribed_unprocessed_pseudogene"
"ENSG00000238540.1",60,1,1," RNU7-93P"," snRNA"
"ENSG00000257520.2",47942,1,4," SFTA3"," protein_coding"
"ENSG00000229415.10",40541,7,20," SFTA3"," lncRNA"
"ENSG00000136352.20",4757,4,9," NKX2-1"," protein_coding"
"ENSG00000253563.2",3738,1,2," NKX2-1-AS1"," lncRNA"
"ENSG00000258467.1",1032,1,2," PHKBP2"," unprocessed_pseudogene"
"ENSG00000243730.2",462,1,1," RPL29P3"," processed_pseudogene"
"ENSG00000136327.7",2610,1,2," NKX2-8"," protein_coding"
"ENSG00000201395.1",308,1,1," RN7SKP257"," misc_RNA"
"ENSG00000258661.1",11718,1,2," ENSG00000258661"," lncRNA"
"ENSG00000198807.13",21794,2,7," PAX9"," protein_coding"
"ENSG00000183032.12",494685,2,13," SLC25A21"," protein_coding"
"ENSG00000258690.1",18519,1,2," ENSG00000258690"," lncRNA"
"ENSG00000258601.1",19858,1,2," ENSG00000258601"," lncRNA"
"ENSG00000266327.1",82,1,1," MIR4503"," miRNA"
"ENSG00000258827.2",1501,1,2," ENSG00000258827"," lncRNA"
"ENSG00000258708.1",1923,1,1," SLC25A21-AS1"," lncRNA"
"ENSG00000252746.1",95,1,1," RNU6-273P"," snRNA"
"ENSG00000151338.21",381231,11,40," MIPOL1"," protein_coding"
"ENSG00000289687.1",2405,1,1," ENSG00000289687"," TEC"
"ENSG00000207046.1",104,1,1," RNU6-886P"," snRNA"
"ENSG00000259087.5",10937,2,3," ENSG00000259087"," lncRNA"
"ENSG00000289903.1",867,1,1," ENSG00000289903"," lncRNA"
"ENSG00000129514.8",6507,1,2," FOXA1"," protein_coding"
"ENSG00000139865.17",445813,3,37," TTC6"," protein_coding"
"ENSG00000200385.1",136,1,1," ENSG00000200385"," snoRNA"
"ENSG00000201431.1",106,1,1," RNU6-1277P"," snRNA"
"ENSG00000259091.1",6312,1,2," LINC00517"," lncRNA"
"ENSG00000258696.1",1734,1,2," ENSG00000258696"," lncRNA"
"ENSG00000259048.1",159994,2,7," ENSG00000259048"," lncRNA"
"ENSG00000258649.3",11942,1,4," ENSG00000258649"," lncRNA"
"ENSG00000139874.6",5163,1,3," SSTR1"," protein_coding"
"ENSG00000176435.7",2093,1,1," CLEC14A"," protein_coding"
"ENSG00000259072.2",115136,2,8," ENSG00000259072"," lncRNA"
"ENSG00000271468.1",843,1,1," ENSG00000271468"," processed_pseudogene"
"ENSG00000258948.2",1206,1,1," KRT8P1"," processed_pseudogene"
"ENSG00000259070.9",210118,4,22," LINC00639"," lncRNA"
"ENSG00000258680.2",399,1,1," ENSG00000258680"," processed_pseudogene"
"ENSG00000270713.1",686,1,1," ENSG00000270713"," processed_pseudogene"
"ENSG00000199285.1",102,1,1," Y_RNA"," misc_RNA"
"ENSG00000100934.15",77727,7,30," SEC23A"," protein_coding"
"ENSG00000259121.2",200,1,1," ENSG00000259121"," processed_pseudogene"
"ENSG00000258651.1",672,1,2," SEC23A-AS1"," lncRNA"
"ENSG00000258591.2",365,1,1," PPIAP4"," processed_pseudogene"
"ENSG00000092208.19",22688,3,13," GEMIN2"," protein_coding"
"ENSG00000182400.15",22721,2,8," TRAPPC6B"," protein_coding"
"ENSG00000285830.1",3530,1,2," ENSG00000285830"," lncRNA"
"ENSG00000241984.2",1110,1,2," RPL7AP2"," processed_pseudogene"
"ENSG00000259083.1",995,1,2," PNN-AS1"," lncRNA"
"ENSG00000100941.9",8037,3,12," PNN"," protein_coding"
"ENSG00000258671.2",474,1,1," ENSG00000258671"," processed_pseudogene"
"ENSG00000270503.1",1270,1,1," YTHDF2P1"," processed_pseudogene"
"ENSG00000150527.18",158282,12,50," MIA2"," protein_coding"
"ENSG00000258940.2",1358,2,3," MIA2-AS1"," lncRNA"
"ENSG00000271424.1",477,1,1," GLRX5P3"," processed_pseudogene"
"ENSG00000259100.1",1698,1,1," COILP1"," processed_pseudogene"
"ENSG00000165355.8",34782,2,6," FBXO33"," protein_coding"
"ENSG00000258526.8",957948,12,41," ENSG00000258526"," lncRNA"
"ENSG00000286123.1",81048,1,3," ENSG00000286123"," lncRNA"
"ENSG00000286099.1",275507,2,13," ENSG00000286099"," lncRNA"
"ENSG00000251363.3",194616,2,6," LINC02315"," lncRNA"
"ENSG00000258385.1",2448,1,1," ENSG00000258385"," processed_pseudogene"
"ENSG00000279972.1",378,1,1," ENSG00000279972"," TEC"
"ENSG00000258901.2",393,1,1," ENSG00000258901"," processed_pseudogene"
"ENSG00000258636.2",21331,1,3," LRFN5-DT"," lncRNA"
"ENSG00000251858.1",128,1,1," ENSG00000251858"," snoRNA"
"ENSG00000289436.1",1386,1,1," ENSG00000289436"," lncRNA"
"ENSG00000165379.14",297673,3,10," LRFN5"," protein_coding"
"ENSG00000258536.1",324,1,1," FKBP1BP1"," processed_pseudogene"
"ENSG00000259149.1",8855,1,2," ENSG00000259149"," lncRNA"
"ENSG00000258394.1",340672,1,4," ENSG00000258394"," lncRNA"
"ENSG00000258850.1",116315,1,2," ENSG00000258850"," lncRNA"
"ENSG00000258505.1",709,1,1," ENSG00000258505"," transcribed_processed_pseudogene"
"ENSG00000258622.2",155,1,1," ENSG00000258622"," processed_pseudogene"
"ENSG00000258934.1",734,1,1," YWHAQP1"," processed_pseudogene"
"ENSG00000259047.1",282,1,1," ENSG00000259047"," processed_pseudogene"
"ENSG00000258406.1",873,1,1," TUBBP3"," processed_pseudogene"
"ENSG00000259051.1",332,1,1," HNRNPUP1"," processed_pseudogene"
