"Gene_Id","Gene_length","Num_of_Transcripts","Num_of_Exons","Gene_type","Exon_Length","Intron_Length"
"LOC100128548",925,NA,NA,"pseudogene",NA,NA
"NDUFAF6",222956,7,34,"protein_coding",123,"4962.5"
"LOC124902084",102,1,1,"snoRNA",103,NA
"TP53INP1",23430,2,6,"protein_coding",311.5,"8063"
"RNU6-1209P",99,NA,NA,"pseudogene",NA,NA
"MIR3150BHG",6374,2,3,"lncRNA",1341,"3587"
"MIR3150B",85,3,3,"miRNA",86,NA
"MIR3150A",79,3,3,"miRNA",80,NA
"PLEKHF2",22898,1,2,"protein_coding",1450.5,"19998"
"LINC01298",9381,1,3,"lncRNA",160,"4431.5"
"CFAP418",24288,1,6,"protein_coding",88,"4207"
"CFAP418-AS1",541759,1,10,"lncRNA",98,"131106"
"TRS-AGA2-5",81,1,1,"tRNA",NA,NA
"RNU6-690P",105,NA,NA,"pseudogene",NA,NA
"LOC107986957",4596,1,3,"lncRNA",137,"2107.5"
"SRSF3P2",1364,1,1,"transcribed_pseudogene",1365,NA
"LOC124901983",28805,1,3,"lncRNA",568,"7891"
"GAPDHP30",1212,NA,NA,"pseudogene",NA,NA
"TUBBP7",1188,NA,NA,"pseudogene",NA,NA
"GDF6",18485,1,2,"protein_coding",1863,"14760"
"UQCRB",12597,1,7,"protein_coding",167,"736"
"UQCRB-AS1",3903,2,5,"lncRNA",NA,NA
"MTERF3",22598,2,13,"protein_coding",157.5,"2801"
"PTDSS1",75069,1,13,"protein_coding",113,"4316"
"LOC105375652",18617,1,3,"lncRNA",87,"9179.5"
"LOC102724804",15513,2,4,"lncRNA",286,"7398"
"LOC105375653",39668,1,5,"lncRNA",164,"6578"
"RNU6-1172P",106,NA,NA,"pseudogene",NA,NA
"SDC2",117984,3,8,"protein_coding",136,"7304"
"LOC124900253",17309,1,2,"lncRNA",7826,"1658"
"CPQ",498249,1,8,"protein_coding",205,"63387"
"LOC124901985",18299,1,3,"lncRNA",128,"8909"
"LOC101927066",494574,1,3,"lncRNA",372,"246178.5"
"TSPYL5",4439,1,1,"protein_coding",4440,NA
"SNORD3H",209,1,1,"snoRNA",210,NA
"RPS2P33",938,NA,NA,"pseudogene",NA,NA
"MTDH",86073,1,13,"protein_coding",125,"4352"
"LAPTM4B",77246,1,7,"protein_coding",112,"7816"
"LOC100127982",1103,NA,NA,"pseudogene",NA,NA
"SUMO2P18",1156,NA,NA,"pseudogene",NA,NA
"RPS23P1",509,NA,NA,"pseudogene",NA,NA
"MATN2",167632,1,20,"protein_coding",123,"4705.5"
"LOC124901987",2595,1,3,"lncRNA",944.5,"707"
"RPL30",3832,1,5,"protein_coding",130,"528"
"SNORA72",131,1,1,"snoRNA",132,NA
"RNU6-703P",106,NA,NA,"pseudogene",NA,NA
"ERICH5",29045,1,3,"protein_coding",389,"13771.5"
"RIDA",14825,1,6,"protein_coding",87.5,"1584"
"POP1",42521,4,20,"protein_coding",161.5,"1813"
"TRUND-NNN2-1",68,NA,NA,"pseudogene",NA,NA
"NIPAL2-AS1",72911,2,4,"lncRNA",223,"2923"
"NIPAL2",104397,4,19,"protein_coding",109.5,"5214"
"RNU6-914P",92,NA,NA,"pseudogene",NA,NA
"LOC105375659",50767,1,6,"lncRNA",156.5,"3904"
"STK3",599540,14,36,"protein_coding",151.5,"26275.5"
"MIR9903",93,2,2,"miRNA",94,NA
"LOC100131849",498,NA,NA,"pseudogene",NA,NA
"KCNS2",5895,1,2,"protein_coding",2644,"608"
"RNU6-748P",106,NA,NA,"pseudogene",NA,NA
"LOC101928296",4912,1,2,"transcribed_pseudogene",193.5,"4526"
"RPL19P14",698,NA,NA,"pseudogene",NA,NA
"LOC643494",1536,NA,NA,"pseudogene",NA,NA
"MRPL57P7",272,NA,NA,"pseudogene",NA,NA
"RN7SKP85",317,NA,NA,"pseudogene",NA,NA
"LOC112268016",19750,3,6,"protein_coding",NA,NA
"OSR2",7656,4,12,"protein_coding",382,"904"
"LOC107986872",12065,1,3,"lncRNA",406,"2970.5"
"LOC124900254",16233,1,2,"lncRNA",168,"15898"
"LOC124906787",8622,1,1,"protein_coding",8623,NA
"VPS13B",864530,3,66,"protein_coding",172,"6431"
"LOC100421893",3148,NA,NA,"pseudogene",NA,NA
"LOC124902102",78,NA,NA,"pseudogene",NA,NA
"LOC100499192",2249,NA,NA,"pseudogene",NA,NA
"LOC100420057",2232,NA,NA,"pseudogene",NA,NA
"MIR599",94,2,2,"miRNA",95,NA
"MIR875",75,3,3,"miRNA",76,NA
"RN7SL350P",298,NA,NA,"pseudogene",NA,NA
"LOC124901989",34024,1,3,"lncRNA",140,"16830.5"
"LETM1P3",2588,NA,NA,"pseudogene",NA,NA
"COX6C",15842,2,5,"protein_coding",137,"4289"
"RGS22",145011,8,38,"protein_coding",134,"2732"
"SNORD77B",69,1,1,"snoRNA",70,NA
"FBXO43",17213,4,13,"protein_coding",700,"2927"
"POLR2K",3367,1,4,"protein_coding",83.5,"637"
"SPAG1",83857,7,25,"protein_coding",133,"3528"
"UFM1P3",1213,NA,NA,"pseudogene",NA,NA
"LOC105375669",3086,1,3,"lncRNA",149,"833"
"RNF19A",79135,7,21,"protein_coding",162.5,"2278"
"MIR4471",82,2,2,"miRNA",83,NA
"LOC105375670",26867,1,4,"lncRNA",223,"5620"
"ANKRD46",49999,2,9,"protein_coding",159,"5076"
"GAPDHP62",1193,NA,NA,"pseudogene",NA,NA
"SNX31",90719,8,22,"protein_coding",92,"4677"
"LOC105375671",1373,2,4,"lncRNA",88,"541.5"
"LOC105375672",5622,1,4,"lncRNA",116.5,"2305"
"RNU6-1092P",86,NA,NA,"pseudogene",NA,NA
"PABPC1",19168,2,17,"protein_coding",131,"736"
"MIR7705",56,2,2,"miRNA",57,NA
"RNU6ATAC41P",121,NA,NA,"pseudogene",NA,NA
"RPS20P23",356,NA,NA,"pseudogene",NA,NA
"RNU4-83P",132,NA,NA,"pseudogene",NA,NA
"RPS26P6",453,NA,NA,"pseudogene",NA,NA
"YWHAZ",36860,6,15,"protein_coding",164,"3030"
"RN7SL685P",297,NA,NA,"pseudogene",NA,NA
"LOC401471",791,1,3,"lncRNA",163,"164"
"FLJ42969",24245,1,3,"lncRNA",783,"11149"
"LINC03044",6890,2,5,"lncRNA",927.5,"1548"
"LINC03090",11917,3,11,"lncRNA",206,"2605"
"RN7SKP249",233,NA,NA,"pseudogene",NA,NA
"LOC105375676",4241,1,3,"lncRNA",284,"1590"
"ZNNT1",3434,1,1,"lncRNA",3435,NA
"ZNF706",9171,3,8,"protein_coding",188,"1509"
"LOC107984005",79855,2,6,"lncRNA",138,"7993.5"
"LOC100419977",632,NA,NA,"pseudogene",NA,NA
"LINC02844",1387,1,2,"lncRNA",NA,NA
"RNU7-67P",59,NA,NA,"pseudogene",NA,NA
"LOC124901993",9136,1,8,"misc_RNA",192,"1023"
"DUXAP2",926,NA,NA,"pseudogene",NA,NA
"NACA4P",702,1,1,"transcribed_pseudogene",703,NA
"LINC02845",5943,1,3,"lncRNA",161,"2740"
"LOC107986897",15115,1,3,"lncRNA",95,"7182"
"RN7SL563P",288,NA,NA,"pseudogene",NA,NA
"GRHL2",189083,3,19,"protein_coding",103.5,"7204"
"LOC128966769",5711,1,1,"protein_coding",NA,NA
"LOC100131593",1175,NA,NA,"pseudogene",NA,NA
"LOC124901995",563,NA,NA,"pseudogene",NA,NA
"NCALD",438346,4,11,"protein_coding",106,"71185"
"LOC124902079",104,1,1,"snoRNA",105,NA
"PDCL3P2",984,NA,NA,"pseudogene",NA,NA
"LOC124901996",15277,2,5,"lncRNA",1395,"4398.5"
"LOC104054148",10416,1,5,"lncRNA",486,"1901"
"LOC124901997",13593,1,3,"lncRNA",83,"6689"
"LOC112268018",182,NA,NA,"pseudogene",NA,NA
"RRM2B",34460,2,11,"protein_coding",134,"4490"
"UBR5-DT",12723,1,3,"lncRNA",250,"5990.5"
"SUMO2P19",580,NA,NA,"pseudogene",NA,NA
"UBR5",160438,4,65,"protein_coding",131,"890.5"
"LOC124902086",109,NA,NA,"pseudogene",NA,NA
"LOC105375683",110516,1,5,"lncRNA",157,"23984.5"
"RNU6ATAC8P",125,NA,NA,"pseudogene",NA,NA
"HSPE1P14",884,NA,NA,"pseudogene",NA,NA
"RPS12P15",383,NA,NA,"pseudogene",NA,NA
"RNU6-1224P",98,NA,NA,"pseudogene",NA,NA
"LOC124901998",18302,1,3,"lncRNA",112,"8956"
"LOC105375684",11878,1,2,"lncRNA",306.5,"11266"
"ODF1",9399,1,2,"protein_coding",499.5,"8401"
"POU5F1P2",1096,NA,NA,"pseudogene",NA,NA
"KLF10",6942,2,6,"protein_coding",274,"1073"
"LOC101927245",30466,2,6,"lncRNA",208,"9425"
"LOC105375686",10505,1,3,"lncRNA",86,"5119"
"LOC105375685",5491,1,3,"lncRNA",191,"1943.5"
"ADI1P2",979,NA,NA,"pseudogene",NA,NA
"GASAL1",4421,1,3,"lncRNA",1732,"204.5"
"AZIN1",37892,3,22,"protein_coding",163,"1508"
"MAILR",113327,1,4,"lncRNA",227,"15308"
"LOC124902000",9716,1,2,"lncRNA",2278.5,"5160"
"RPL5P24",1016,NA,NA,"pseudogene",NA,NA
"NPM1P52",955,NA,NA,"pseudogene",NA,NA
"ATP6V1C1",51941,1,13,"protein_coding",95,"1735.5"
"MTND1P5",926,NA,NA,"pseudogene",NA,NA
"MTND2P10",923,NA,NA,"pseudogene",NA,NA
"MTCO1P4",1879,NA,NA,"pseudogene",NA,NA
"MTCO2P4",246,NA,NA,"pseudogene",NA,NA
"LINC01181",19324,1,6,"lncRNA",334.5,"1061"
"BAALC-AS2",8379,1,2,"lncRNA",248,"7884"
"BAALC",89572,1,4,"protein_coding",250,"14901"
"MIR3151",76,3,3,"miRNA",77,NA
"BAALC-AS1",15154,1,3,"lncRNA",205,"7214.5"
"LOC105369147",55289,2,7,"lncRNA",473,"14916"
"FZD6",34384,3,12,"protein_coding",329,"2768"
"SNORD173",103,1,1,"snoRNA",104,NA
"CTHRC1",11447,2,5,"protein_coding",222,"3504.5"
"RNU6-1011P",106,NA,NA,"pseudogene",NA,NA
"SLC25A32",16468,1,8,"protein_coding",156,"1109"
"DCAF13",28052,1,11,"protein_coding",136,"2426.5"
"LOC105375690",20633,4,10,"lncRNA",153,"5113"
"RIMS2",755434,5,44,"protein_coding",122,"6057"
"PTMAP15",1026,NA,NA,"pseudogene",NA,NA
"LOC101101841",660,NA,NA,"pseudogene",NA,NA
"TARBP2P1",1344,NA,NA,"pseudogene",NA,NA
"LOC124902094",99,1,1,"snoRNA",100,NA
"RPS6P9",823,NA,NA,"pseudogene",NA,NA
"LOC105375689",6055,1,4,"lncRNA",87,"2871.5"
"LOC107984007",2419,1,3,"lncRNA",45,"1111.5"
"LOC105375688",33573,1,4,"lncRNA",52.5,"3915"
"LOC107986899",16925,1,3,"lncRNA",100,"8301"
"DCSTAMP",17601,5,11,"protein_coding",437.5,"5295"
"DPYS",87628,5,15,"protein_coding",NA,NA
"LOC105375692",2998,1,2,"lncRNA",1159.5,"680"
"LOC105375691",18522,1,3,"lncRNA",99,"9083.5"
"MIR548A3",96,3,3,"miRNA",97,NA
"LRP12",99966,1,7,"protein_coding",320,"3539"
"NDUFA5P2",942,NA,NA,"pseudogene",NA,NA
"LOC105375694",68342,1,3,"lncRNA",219,"33859"
"RPL23P9",3748,NA,NA,"pseudogene",NA,NA
"RPL29P18",615,NA,NA,"pseudogene",NA,NA
"LOC124900594",6013,1,5,"lncRNA",93,"2474"
"LINC03084",23656,1,3,"lncRNA",77,"11715"
"TMCC1P1",2805,NA,NA,"pseudogene",NA,NA
"RPL17P32",524,NA,NA,"pseudogene",NA,NA
"ZFPM2",486251,7,16,"protein_coding",183,"72741"
"LOC124902002",3973,1,3,"lncRNA",86,"1887"
"LOC124902001",3950,1,3,"lncRNA",80,"1856"
"LOC105375696",14246,2,6,"lncRNA",54,"2743"
"RPL12P24",476,NA,NA,"pseudogene",NA,NA
"ZFPM2-AS1",280471,1,9,"lncRNA",118,"72707"
"SLC16A14P1",1653,NA,NA,"pseudogene",NA,NA
"OXR1",482083,12,29,"protein_coding",151.5,"3476"
"OXR1-AS1",140696,2,12,"lncRNA",1217.5,"7339.5"
"TAGLN2P1",868,NA,NA,"pseudogene",NA,NA
"RNU7-84P",61,NA,NA,"pseudogene",NA,NA
"ABRA",49628,2,5,"protein_coding",1377,"8000"
"LOC105375701",492,1,2,"lncRNA",192,"109"
"HMGB1P46",610,NA,NA,"pseudogene",NA,NA
"ANGPT1",248467,3,12,"protein_coding",139,"12206"
"LOC124902067",3612,1,3,"lncRNA",146,"1590"
"PGAM1P13",753,NA,NA,"pseudogene",NA,NA
"LOC105375703",3381,1,3,"lncRNA",124,"1010"
"RNA5SP275",117,NA,NA,"pseudogene",NA,NA
"RSPO2",184269,2,9,"protein_coding",189,"28235"
"NRBF2P4",1792,NA,NA,"pseudogene",NA,NA
"AURKBP1",1221,NA,NA,"pseudogene",NA,NA
"EIF3E",47490,1,13,"protein_coding",115,"1708.5"
"LOC105375704",177433,2,5,"lncRNA",128,"87413.5"
"EMC2",45548,2,14,"protein_coding",86,"2569"
"LOC101060000",488,NA,NA,"pseudogene",NA,NA
"TMEM74",180782,2,5,"protein_coding",132,"24401.5"
"LOC124902049",26504,NA,NA,"pseudogene",NA,NA
"LOC102723368",14214,1,3,"lncRNA",211,"6707.5"
"LOC101927413",65014,3,7,"lncRNA",134,"15613.5"
"LOC107984017",6935,1,3,"lncRNA",101,"3303.5"
"TRHR",34979,1,3,"protein_coding",877,"15643"
"NUDCD1",93168,3,13,"protein_coding",181,"5471"
"ENY2",11607,1,8,"protein_coding",120,"2247"
"PKHD1L1",174777,4,82,"protein_coding",146,"1487"
"LOC100420748",1028,NA,NA,"pseudogene",NA,NA
"MAPK6P5",2116,NA,NA,"pseudogene",NA,NA
"EBAG9",26292,4,11,"protein_coding",108,"3233"
"SYBU",117621,10,20,"protein_coding",198,"6057"
"SYBU-AS1",6599,1,2,"lncRNA",2852.5,"895"
"LOC644335",4323,NA,NA,"pseudogene",NA,NA
"LOC124902096",105,NA,NA,"pseudogene",NA,NA
"RPL18P6",3983,NA,NA,"pseudogene",NA,NA
"KCNV1",12135,1,4,"protein_coding",897.5,"1140"
"RPSAP48",888,NA,NA,"pseudogene",NA,NA
"LOC100132280",1138,NA,NA,"pseudogene",NA,NA
"NDUFB9P3",521,NA,NA,"pseudogene",NA,NA
"MTCO1P47",1270,NA,NA,"pseudogene",NA,NA
"MTND2P35",683,NA,NA,"pseudogene",NA,NA
"LINC01608",89713,2,7,"lncRNA",120,"9240"
"LINC01609",136883,1,4,"lncRNA",105.5,"14294"
"LOC107986965",18159,1,3,"lncRNA",155,"8861"
"LOC105375705",884,1,2,"lncRNA",362.5,"160"
"LOC107986964",4003,1,3,"lncRNA",181,"1283"
"EEF1A1P37",556,NA,NA,"pseudogene",NA,NA
"LINC02237",93967,1,4,"lncRNA",94,"10955"
"SERPINA15P",192,NA,NA,"pseudogene",NA,NA
"H2AZP7",339,NA,NA,"pseudogene",NA,NA
"LOC105375707",16382,3,7,"lncRNA",165,"3374"
"RNU4-37P",83,NA,NA,"pseudogene",NA,NA
"CSMD3",1213949,4,75,"protein_coding",174,"4931"
"RPL30P16",425,NA,NA,"pseudogene",NA,NA
"LOC124902087",101,1,1,"snoRNA",102,NA
"MIR2053",90,2,2,"miRNA",91,NA
"LOC107986966",15861,1,3,"lncRNA",213,"7418.5"
"RPL18P7",656,NA,NA,"pseudogene",NA,NA
"LOC105375709",918,1,2,"lncRNA",402.5,"114"
"LOC105375710",20440,1,6,"lncRNA",105,"2075"
"LOC100420746",634,NA,NA,"pseudogene",NA,NA
"CARS1P2",276,NA,NA,"pseudogene",NA,NA
"LOC107986901",34967,1,3,"lncRNA",147,"17264"
"TRPS1",260133,2,9,"protein_coding",766.5,"16273"
"LOC107986968",15380,2,7,"lncRNA",127,"1698"
"LOC107986902",24342,1,3,"lncRNA",1351,"9680"
"LOC107986903",21953,2,5,"lncRNA",185,"2295"
"LINC00536",374712,1,14,"lncRNA",151,"5592"
"RNA5SP276",93,NA,NA,"pseudogene",NA,NA
"LOC102723447",19622,1,3,"lncRNA",207,"9272.5"
"LOC105375711",20256,2,5,"lncRNA",77,"6280"
"LOC105375712",10590,2,4,"lncRNA",129,"2031"
"EIF3H",114493,1,8,"protein_coding",153.5,"2202"
"LOC105375713",2537,1,2,"lncRNA",412,"1714"
"UTP23",22637,2,5,"protein_coding",268,"2244.5"
"RAD21",28853,1,14,"protein_coding",149.5,"1254"
"RAD21-AS1",2444,1,2,"lncRNA",1005,"435"
"MIR3610",72,2,2,"miRNA",73,NA
"AARD",6280,1,2,"protein_coding",1145.5,"3990"
"LOC105375715",2574,1,4,"lncRNA",193,"347"
"SLC30A8",226754,3,16,"protein_coding",149,"4600"
"RN7SL228P",302,NA,NA,"pseudogene",NA,NA
"LOC105375716",438632,4,15,"lncRNA",139,"35307.5"
"LOC105375719",9219,1,3,"lncRNA",75,"4481"
"RN7SL826P",287,NA,NA,"pseudogene",NA,NA
"LOC105375717",37337,1,6,"lncRNA",97,"635"
"MED30",19556,2,5,"protein_coding",250,"6438.5"
"RPS10P16",509,NA,NA,"pseudogene",NA,NA
"LOC105375721",118813,4,22,"lncRNA",309,"1070.5"
"LOC107986970",4734,1,2,"lncRNA",1132,"2471"
"EXT1",317392,1,11,"protein_coding",120,"4962"
"SNORD168",57,1,1,"snoRNA",58,NA
"SAMD12",490146,8,16,"protein_coding",160,"59839"
"LOC105375724",146823,4,16,"lncRNA",137,"2896"
"SAMD12-AS1",105048,1,5,"lncRNA",132,"24040.5"
"RPS26P35",449,NA,NA,"pseudogene",NA,NA
"LOC105375723",28586,2,5,"lncRNA",57,"1877"
"LOC124902008",19800,1,3,"lncRNA",142,"9523.5"
"TNFRSF11B",28320,1,5,"protein_coding",225,"3010.5"
"COLEC10",156299,3,10,"protein_coding",96,"1904"
"RNU6-12P",105,NA,NA,"pseudogene",NA,NA
"LOC100286746",934,NA,NA,"pseudogene",NA,NA
"LOC101927513",5840,1,2,"lncRNA",704,"4433"
"LOC105375725",51604,1,3,"lncRNA",102,"25655"
"MAL2",37292,1,4,"protein_coding",206.5,"12989"
"MAL2-AS1",32212,1,7,"lncRNA",532.5,"31148"
"MIR548AZ",93,3,3,"miRNA",94,NA
"LOC124900266",121,1,1,"snoRNA",122,NA
"CCN3",7988,1,5,"protein_coding",226,"954.5"
"LOC392264",1473,NA,NA,"pseudogene",NA,NA
"ENPP2",116305,3,30,"protein_coding",127,"2136"
"CYCSP23",318,NA,NA,"pseudogene",NA,NA
"LOC105375727",3395,1,3,"lncRNA",64,"1473"
"RN7SKP153",315,NA,NA,"pseudogene",NA,NA
"TAF2",102058,5,30,"protein_coding",NA,NA
"LOC105375728",36312,3,9,"lncRNA",474,"16335.5"
"DSCC1",21900,1,9,"protein_coding",NA,NA
"DEPTOR",177183,1,9,"protein_coding",179,"19485.5"
"RNA5SP277",97,NA,NA,"pseudogene",NA,NA
"LOC105375730",37850,1,3,"lncRNA",173,"18106"
"COL14A1",249218,7,55,"protein_coding",NA,NA
"MRPL13",49698,1,7,"protein_coding",94,"6199"
"MTBP",77924,4,26,"protein_coding",118,"2526"
"SNTB1",277313,4,11,"protein_coding",208,"41668"
"NCAPGP1",2676,NA,NA,"pseudogene",NA,NA
"LOC124906788",22202,1,5,"lncRNA",927,"245.5"
"LOC101927543",15604,1,5,"lncRNA",252,"3599"
"LOC100133147",776,NA,NA,"pseudogene",NA,NA
"LOC105375731",6073,1,3,"lncRNA",343,"1489"
"RPL35AP19",437,NA,NA,"pseudogene",NA,NA
"HAS2",29322,1,4,"protein_coding",605,"11507"
"HAS2-AS1",5977,1,4,"antisense_RNA",538,"1136"
"LINC02855",28607,2,8,"lncRNA",NA,NA
"LOC124906789",296951,4,12,"lncRNA",136,"9781"
"MRPS36P3",132,NA,NA,"pseudogene",NA,NA
"SMILR",154313,1,4,"lncRNA",155.5,"2290"
"LOC107986972",2221,1,2,"lncRNA",82,"2058"
"LINC01151",23734,1,4,"lncRNA",118,"768"
"LOC124902081",103,1,1,"snoRNA",104,NA
"LOC107986904",34169,1,3,"lncRNA",580,"16115.5"
"CDK5P1",1089,NA,NA,"pseudogene",NA,NA
"ZHX2",194110,9,25,"protein_coding",NA,NA
"DERL1",29128,2,10,"protein_coding",80.5,"1246"
"RNY4P5",94,NA,NA,"pseudogene",NA,NA
"TBC1D31",92490,7,30,"protein_coding",147,"3535"
"HMGB1P19",574,NA,NA,"pseudogene",NA,NA
"TRM-CAT1-1",72,1,1,"tRNA",NA,NA
"FAM83A",31125,9,19,"protein_coding",260,"8235"
"LOC124902101",215,1,1,"snoRNA",216,NA
"FAM83A-AS1",1571,1,3,"lncRNA",339,"207"
"MIR4663",75,2,2,"miRNA",76,NA
"C8orf76",21410,1,6,"protein_coding",146,"4667"
"ZHX1-C8orf76",48095,1,3,"protein_coding",129,"6040"
"UBA52P5",499,NA,NA,"pseudogene",NA,NA
"ZHX1",27085,2,4,"protein_coding",202,"7952"
"TRF-GAA12-1",72,NA,NA,"pseudogene",NA,NA
"RNU6-628P",106,NA,NA,"pseudogene",NA,NA
"LOC124902080",103,1,1,"snoRNA",104,NA
"LOC392266",3148,NA,NA,"pseudogene",NA,NA
"ATAD2",96510,7,36,"protein_coding",NA,NA
"RNU6-875P",105,NA,NA,"pseudogene",NA,NA
"MIR548AA1",96,2,2,"miRNA",97,NA
"DUTP2",338,NA,NA,"pseudogene",NA,NA
"IMPDH1P6",2293,NA,NA,"pseudogene",NA,NA
"NTAQ1",58959,9,17,"protein_coding",125,"3959"
"LOC124902105",126,NA,NA,"pseudogene",NA,NA
"FBXO32",43329,2,10,"protein_coding",183,"1644"
"RN7SKP155",287,NA,NA,"pseudogene",NA,NA
"KLHL38",9367,1,5,"protein_coding",783.5,"880"
"LOC105375738",9578,1,4,"lncRNA",301,"2684"
"ANXA13",56603,1,12,"protein_coding",80,"3663.5"
"LOC105375739",46380,1,3,"lncRNA",102,"23036"
"FAM91A1",47015,3,29,"protein_coding",113,"867.5"
"FER1L6",268200,8,51,"protein_coding",132,"3032"
"FER1L6-AS1",56646,1,6,"lncRNA",163.5,"9362"
"FER1L6-AS2",125514,1,5,"lncRNA",185,"6144"
"LOC392268",1693,NA,NA,"pseudogene",NA,NA
"ARF1P3",789,NA,NA,"pseudogene",NA,NA
"LOC101927588",54728,1,3,"lncRNA",206,"26777"
"RNU6-756P",106,NA,NA,"pseudogene",NA,NA
"LOC112268031",8435,NA,NA,"pseudogene",NA,NA
"TMEM65",66503,1,7,"protein_coding",68,"3649.5"
"TRMT12",2205,1,1,"protein_coding",2206,NA
"RNF139-DT",12079,2,5,"lncRNA",180,"1097"
"RNF139",14059,1,3,"protein_coding",NA,NA
"TATDN1",50582,10,25,"protein_coding",71,"3268"
"MIR6844",61,2,2,"miRNA",62,NA
"NDUFB9",10854,1,7,"protein_coding",179,"3720"
"MTSS1",177734,2,19,"protein_coding",NA,NA
"LOC105375740",12795,1,2,"lncRNA",1067.5,"10661"
"LOC105375741",14228,1,5,"lncRNA",1387,"4722"
"MIR4662B",80,2,2,"miRNA",81,NA
"MIR4662A",66,3,3,"miRNA",67,NA
"LOC105375743",25341,6,11,"lncRNA",139,"3041"
"MRS2P1",1464,NA,NA,"pseudogene",NA,NA
"LOC105375742",6819,3,7,"lncRNA",656,"2147.5"
"LINC00964",9087,1,4,"lncRNA",498.5,"545"
"ZNF572",6094,1,3,"protein_coding",122,"1408.5"
"SQLE-DT",1210,1,2,"lncRNA",204.5,"802"
"SQLE",24576,2,12,"protein_coding",143,"1872"
"WASHC5",67550,2,31,"protein_coding",126.5,"1673"
"WASHC5-AS1",4306,1,2,"lncRNA",293.5,"3720"
"NSMCE2",275085,8,20,"protein_coding",107,"10055"
"RN7SL329P",298,NA,NA,"pseudogene",NA,NA
"TRIB1",8045,2,4,"protein_coding",599,"2225"
"LINC02964",154241,1,7,"lncRNA",237,"18145"
"LOC105375747",1234,1,2,"lncRNA",342,"551"
"LOC124902017",7508,1,3,"lncRNA",154,"3555.5"
"RNU6-442P",103,NA,NA,"pseudogene",NA,NA
"LINC00861",28678,2,5,"lncRNA",267,"7167"
"LOC124902018",1190,NA,NA,"pseudogene",NA,NA
"KNOP1P5",1691,NA,NA,"pseudogene",NA,NA
"RFPL4AP5",903,NA,NA,"pseudogene",NA,NA
"LOC101927657",4040,1,3,"lncRNA",131,"1309.5"
"RNU6-869P",105,NA,NA,"pseudogene",NA,NA
"LOC105375750",16057,1,3,"lncRNA",153,"7738"
"LRATD2",6045,3,7,"protein_coding",1061,"1654.5"
"LOC105375751",322209,3,10,"lncRNA",112,"31228"
"LOC124902019",272,NA,NA,"pseudogene",NA,NA
"RNU11-4P",132,NA,NA,"pseudogene",NA,NA
"LOC105375753",80153,2,8,"lncRNA",84.5,"1670"
"PCAT1",7859,1,2,"lncRNA",995.5,"5869"
"PCAT2",9526,1,4,"lncRNA",132.5,"2985"
"PRNCR1",12703,1,1,"lncRNA",12704,NA
"SRRM1P1",1245,NA,NA,"pseudogene",NA,NA
"CASC19",9844,1,3,"lncRNA",100,"4760.5"
"CCAT1",11893,1,2,"lncRNA",1397,"9100"
"CASC21",148321,1,4,"lncRNA",150.5,"53251"
"CASC8",192691,2,7,"lncRNA",344,"921"
"CCAT2",1751,1,1,"lncRNA",1752,NA
"POU5F1B",3782,2,3,"protein_coding",1582,"420"
"LOC105375754",5941,2,5,"lncRNA",841.5,"109.5"
"CASC11",33356,2,5,"lncRNA",208,"7801.5"
"MYC",7517,2,5,"protein_coding",981,"1500"
"PVT1",307105,1,9,"lncRNA",202,"35243.5"
"MIR1204",66,2,2,"miRNA",67,NA
"LINC02912",2164,1,1,"lncRNA",2165,NA
"MIR1205",62,2,2,"miRNA",63,NA
"RNVU1-32",163,NA,NA,"pseudogene",NA,NA
"MIR1206",58,2,2,"miRNA",59,NA
"MIR1207",86,3,3,"miRNA",87,NA
"MIR1208",72,2,2,"miRNA",73,NA
"LOC124902020",37283,2,6,"lncRNA",279,"1474"
"RN7SKP226",248,NA,NA,"pseudogene",NA,NA
"LINC00824",153314,2,10,"lncRNA",252,"3102"
"LINC00976",13128,1,4,"lncRNA",76,"2353"
"LOC124902023",31047,2,4,"lncRNA",6100,"12539.5"
"LINC00977",24773,1,3,"lncRNA",149,"11810.5"
"RN7SKP206",292,NA,NA,"pseudogene",NA,NA
"CCDC26",328577,2,7,"lncRNA",137,"110277"
"MIR3686",85,2,2,"miRNA",86,NA
"GSDMC",80738,8,28,"protein_coding",NA,NA
"MTRF1LP2",319,NA,NA,"pseudogene",NA,NA
"CYRIB",178052,6,28,"protein_coding",112,"4598"
"RPL15P12",894,NA,NA,"pseudogene",NA,NA
"LOC124900265",126,NA,NA,"pseudogene",NA,NA
"LOC124902025",23398,1,2,"lncRNA",475.5,"22448"
"RNU7-181P",73,NA,NA,"pseudogene",NA,NA
"MIR5194",119,2,2,"miRNA",120,NA
"ASAP1",392259,15,47,"protein_coding",92,"4416"
"RNU6-1255P",79,NA,NA,"pseudogene",NA,NA
"ASAP1-IT2",2030,1,1,"lncRNA",2031,NA
"LOC124900269",155,1,1,"snoRNA",156,NA
"LOC124906790",19740,1,2,"lncRNA",9176,"1389"
"ASAP1-IT1",1177,1,1,"lncRNA",1178,NA
"LOC105375758",22255,3,8,"lncRNA",180,"5464.5"
"ADCY8",259722,2,20,"protein_coding",NA,NA
"LOC105375762",33985,2,5,"lncRNA",104,"760"
"LOC105375761",1352,1,3,"lncRNA",107,"522"
"LOC124902068",22164,1,3,"lncRNA",146,"10884.5"
