"Gene_Id","Gene_length","Num_of_Transcripts","Num_of_Exons","Gene_type","Exon_Length","Intron_Length","splice5","splice3"
"SEMA4D",137507,20,42,"protein_coding",146,2216,"1","0"
"LOC105376137",7342,1,3,"lncRNA",2371,604,"1","0"
"LOC105376139",6234,1,4,"lncRNA",1211,3813,"1","0"
"GADD45G",1543,1,4,"protein_coding",188.5,133,"1","0"
"LINC03062",80626,1,6,"lncRNA",326,17204,"1","0"
"LOC105376140",7565,1,3,"lncRNA",96,2430.5,"1","0"
"LOC107987032",1486,1,2,"lncRNA",514.5,458,"1","0"
"LOC101927823",3916,1,2,"lncRNA",295.5,3326,"1","0"
"LOC101927847",18082,1,3,"lncRNA",157,8776,"1","0"
"MIR4290HG",20847,1,4,"lncRNA",549.5,5161,"1","0"
"LOC105376142",2418,1,3,"lncRNA",178,1010,"1","0"
"LINC01508",132594,1,3,"lncRNA",202,65788,"1","0"
"LINC01501",120364,1,6,"lncRNA",144.5,3922,"1","0"
"DIRAS2",32988,1,2,"protein_coding",2053,28883,"1","0"
"SYK",97440,6,20,"protein_coding",141,2244,"1","0"
"LOC105379829",39066,1,4,"lncRNA",759.5,5934,"1","0"
"LOC105376143",1358,2,4,"lncRNA",89,408.5,"1","0"
"LOC100129316",11838,1,4,"lncRNA",889,2580,"1","0"
"LINC00484",63896,1,3,"lncRNA",135,31721.5,"4","0"
"NFIL3",74574,6,8,"protein_coding",1040,13115.5,"1","0"
"LOC124902209",437,1,2,"lncRNA",62,314,"1","0"
"LOC105376146",3200,1,2,"lncRNA",1384,433,"1","0"
"ROR2",227346,8,18,"protein_coding",246,4168,"1","0"
"LOC124906802",4639,1,2,"lncRNA",1312.5,2015,"1","0"
"LOC107987094",4485,1,6,"lncRNA",479,1605.5,"1","0"
"SPTLC1",84280,7,25,"protein_coding",97,3364,"1","0"
"LOC100128076",5805,1,13,"transcribed_pseudogene",117,161,"1","0"
"LINC00475",18143,1,4,"lncRNA",182,3247,"1","0"
"IARS1",83491,1,47,"protein_coding",113,1615.5,"1","0"
"NOL8",28099,6,27,"protein_coding",114,995,"5","0"
"CENPP",295106,10,24,"protein_coding",92,7066.5,"1","0"
"OGN",21427,2,11,"protein_coding",163.5,2536.5,"1","0"
"OMD",12088,1,3,"protein_coding",956,3883,"1","0"
"ECM2",43208,5,16,"protein_coding",173.5,2880,"1","0"
"IPPK",56941,2,15,"protein_coding",96,2843.5,"1","0"
"LOC107987095",4384,1,2,"lncRNA",1097,2191,"1","0"
"BICD2",53487,2,10,"protein_coding",270,1900,"1","0"
"ANKRD19P",28690,1,10,"transcribed_pseudogene",156,2830,"1","0"
"ZNF484",39806,2,10,"protein_coding",138,7259,"1","0"
"LOC642943",6988,1,4,"transcribed_pseudogene",159,565,"1","0"
"FGD3",88702,4,22,"protein_coding",123,1886,"1","0"
"LOC101927954",6835,1,3,"lncRNA",1304,1595.5,"1","0"
"LOC101927993",4141,4,7,"lncRNA",151,353,"1","0"
"CARD19",17066,3,11,"protein_coding",154,1318.5,"1","0"
"NINJ1",12757,1,5,"protein_coding",196.5,2670,"1","0"
"LOC124902212",15363,2,5,"lncRNA",436,7182,"1","0"
"WNK2",137198,7,39,"protein_coding",173,1506,"1","0"
"FAM120A2P",16819,1,3,"transcribed_pseudogene",230,5158,"1","0"
"LOC107987097",7862,1,9,"lncRNA",657,1216.5,"1","0"
"FAM120AOS",10275,3,10,"protein_coding",521,1770.5,"4","0"
"FAM120A",114422,6,26,"protein_coding",129,4873,"1","0"
"LOC124902215",5793,1,2,"protein_coding",2879,36,"1","0"
"LOC101928014",1322,1,2,"lncRNA",231.5,860,"1","0"
"BARX1",3727,1,4,"protein_coding",362,400,"1","0"
"LOC124902216",25886,1,3,"lncRNA",1200,8546.5,"1","0"
"BARX1-DT",2088,1,2,"lncRNA",722.5,644,"1","0"
"PTPDC1",79040,3,14,"protein_coding",172,2531,"1","0"
"LOC107987099",11321,1,4,"transcribed_pseudogene",165,3011,"1","0"
"MIRLET7A1HG",34652,2,6,"lncRNA",124,9473,"1","0"
"LINC02603",82769,2,5,"lncRNA",137.5,21480,"1","0"
"ZNF169",42448,3,10,"protein_coding",96,9935.5,"1","0"
"LOC105376154",15671,2,4,"lncRNA",205.5,7610.5,"1","0"
"NUTM2F",10439,1,7,"protein_coding",140,733.5,"1","0"
"LOC124902217",2189,1,2,"lncRNA",1029.5,131,"1","0"
"LOC100132077",28479,1,3,"lncRNA",513,13159,"1","0"
"MFSD14B",86611,4,14,"protein_coding",114.5,2463,"1","0"
"LOC107987100",39151,1,4,"lncRNA",1627,12744.5,"1","0"
"PCAT7",13714,1,6,"lncRNA",301,5888.5,"1","0"
"FBP2",35112,1,7,"protein_coding",141,4134,"1","0"
"FBP1",37111,3,10,"protein_coding",141,2456,"1","0"
"LOC107987101",9774,1,5,"lncRNA",173,1072,"1","0"
"AOPEP",421663,19,44,"protein_coding",112.5,12430,"1","0"
"LOC101928119",18534,1,3,"lncRNA",979.5,16576,"1","0"
"LOC107987102",2268,1,2,"lncRNA",1077,115,"1","0"
"LOC105376155",11927,1,2,"lncRNA",642,10644,"1","0"
"LOC105376156",41773,7,14,"lncRNA",222,14153,"1","0"
"PTCH1",73989,6,32,"protein_coding",148,1325,"4","0"
"LOC100507346",6410,1,4,"lncRNA",240.5,1212,"1","0"
"LOC105376157",27238,3,7,"lncRNA",119,9637,"1","0"
"LOC105376158",4525,1,3,"lncRNA",727,1228.5,"1","0"
"LOC105376161",11410,1,3,"lncRNA",167,4800,"1","0"
"ERCC6L2-AS1",69901,2,6,"lncRNA",136,14833,"1","0"
"LOC107987103",1700,1,2,"lncRNA",253,1195,"1","0"
"LOC124902221",1489,1,3,"lncRNA",120,432.5,"1","0"
"ERCC6L2",165413,12,32,"protein_coding",153,4784,"4","0"
"LINC00092",2079,1,2,"lncRNA",888.5,303,"1","0"
"LOC105376159",5664,1,2,"lncRNA",1994.5,1676,"1","0"
"LOC158435",36079,1,9,"lncRNA",204,914.5,"1","0"
"LOC158434",9750,1,3,"lncRNA",166,3544.5,"1","0"
"LOC112268039",2362,1,2,"lncRNA",438.5,1486,"1","0"
"LOC107987033",7695,1,4,"lncRNA",221.5,1037,"1","0"
"HSD17B3",67229,1,1,"protein_coding",76,2558.5,"1","0"
"HSD17B3-AS1",3798,1,3,"lncRNA",147,1430,"1","0"
"SLC35D2",70279,2,2,"protein_coding",81,4242,"1","0"
"ZNF367",32428,1,5,"protein_coding",151,3579,"1","0"
"HABP4",41236,5,13,"protein_coding",167.5,5232,"1","0"
"CDC14B",128012,18,35,"protein_coding",93,2685,"1","0"
"LOC105376163",12553,2,5,"lncRNA",84,2754,"1","0"
"ZNF510",23535,2,11,"protein_coding",127,2214,"1","0"
"ZNF782",148411,6,18,"protein_coding",277,9071,"1","0"
"LOC100132781",3328,1,2,"transcribed_pseudogene",1069,1191,"1","0"
"NUTM2G",14104,2,8,"protein_coding",198,968,"1","0"
"MFSD14CP",70707,3,7,"transcribed_pseudogene",128,11560,"1","0"
"CTSV",9966,2,9,"protein_coding",141.5,684,"1","0"
"GAS2L1P2",6273,1,3,"transcribed_pseudogene",156,2006,"1","0"
"LOC107987104",9673,2,5,"lncRNA",612,554.5,"1","0"
"LOC105376166",7401,1,3,"lncRNA",136,1014,"1","0"
"LOC112268050",13215,1,8,"lncRNA",159.5,1809,"1","0"
"ANKRD18CP",82882,1,18,"transcribed_pseudogene",134,2904,"1","0"
"SUGT1P4-STRA6LP-CCDC180",139025,1,54,"lncRNA",120,1452,"1","0"
"SUGT1P4-STRA6LP",58989,1,2,"transcribed_pseudogene",114.5,1271,"1","0"
"CCDC180",71428,2,5,"protein_coding",127,1281,"1","0"
"LOC286359",5854,1,6,"lncRNA",131.5,376,"1","0"
"TDRD7",84027,5,22,"protein_coding",161,2654,"4","0"
"TMOD1",100554,3,11,"protein_coding",141,8198,"1","0"
"LOC105376168",3322,1,3,"lncRNA",197,1401.5,"1","0"
"TSTD2",33288,1,10,"protein_coding",132.5,1959,"1","0"
"NCBP1",39927,1,25,"protein_coding",104,1335.5,"1","0"
"XPA",42942,2,11,"protein_coding",169,8608,"1","0"
"PTCSC2",153451,1,11,"lncRNA",140,4276.5,"1","0"
"TRMO",32769,6,12,"protein_coding",229,4967,"1","0"
"HEMGN",18061,5,10,"protein_coding",134,2556,"4","0"
"LOC124902226",17408,1,3,"lncRNA",284,8315,"1","0"
"ANP32B",32603,1,7,"protein_coding",150,4946,"1","0"
"LOC124902225",7671,1,2,"lncRNA",2114,3444,"1","0"
"TRIM14",83430,8,18,"protein_coding",163,4402.5,"4","0"
"NANS",37508,5,13,"protein_coding",212.5,2468,"1","0"
"CORO2A",71664,3,14,"protein_coding",117,1346,"1","0"
"TBC1D2",56655,7,24,"protein_coding",188,2263,"1","0"
"GABBR2",420542,4,22,"protein_coding",133,10227,"1","0"
"LOC124902228",4125,1,3,"lncRNA",66,1947.5,"1","0"
"ANKS6",64536,1,15,"protein_coding",170,3076.5,"1","0"
"GALNT12",42428,6,17,"protein_coding",173.5,3291,"1","0"
"LOC102724684",8345,2,5,"lncRNA",245,2731,"1","0"
"COL15A1",126880,1,42,"protein_coding",78,1487,"4","0"
"LOC105376174",1213,1,2,"lncRNA",511.5,191,"1","0"
"ALG2",5517,3,5,"protein_coding",396,1275.5,"1","0"
"SEC61B",8333,2,5,"protein_coding",100,2336,"1","0"
"NAMA",19886,1,10,"lncRNA",205.5,2549,"4","0"
"LOC124902232",12563,1,3,"lncRNA",306,5646,"1","0"
"LOC101928438",234075,1,7,"lncRNA",121,10716,"1","0"
"LOC124902234",85264,2,4,"lncRNA",48.5,2197.5,"1","0"
"NR4A3",45007,2,10,"protein_coding",189.5,2919.5,"1","0"
"STX17-DT",20298,1,3,"lncRNA",126,9873,"1","0"
"STX17",67854,6,13,"protein_coding",101.5,8470,"1","0"
"ERP44",119810,1,12,"protein_coding",116,2302,"1","0"
"LOC105376176",38510,1,3,"lncRNA",75,4626,"1","0"
"INVS",202948,1,20,"protein_coding",174,5361.5,"1","0"
"LOC124902235",9379,1,2,"lncRNA",3408,2564,"1","0"
"TEX10",50858,4,20,"protein_coding",176,1697,"1","0"
"LOC105376177",37636,4,8,"lncRNA",374,1508,"1","0"
"MSANTD3",24585,3,6,"protein_coding",451,8197,"1","0"
"MSANTD3-TMEFF1",135764,1,9,"protein_coding",127,10127,"1","0"
"LOC124902237",1755,1,3,"lncRNA",88,748.5,"1","0"
"TMEFF1",104529,1,1,"protein_coding",127,10127,"1","0"
"CAVIN4",11513,2,4,"protein_coding",1546,7210,"1","0"
"LOC105376179",46945,1,6,"lncRNA",81,5817.5,"1","0"
"LOC105376180",6995,1,3,"lncRNA",127,3334.5,"1","0"
"LOC105376181",5329,1,4,"lncRNA",174.5,857,"1","0"
"PLPPR1",296410,2,9,"protein_coding",183,11281.5,"4","0"
"LOC105376183",7407,1,5,"lncRNA",348.5,2231,"1","0"
"LOC105376182",16450,2,6,"lncRNA",101,4891,"1","0"
"BAAT",24590,3,6,"protein_coding",364,5103,"1","0"
"MRPL50",10980,1,2,"protein_coding",1665.5,7650,"1","0"
"ZNF189",11804,5,13,"protein_coding",220.5,736,"1","0"
"ALDOB",15211,1,9,"protein_coding",161,885,"1","0"
"LOC105376184",16245,1,4,"lncRNA",138,2801,"1","0"
"TMEM246-AS1",13083,2,5,"lncRNA",144,4803,"1","0"
"PGAP4",16039,4,6,"protein_coding",2113,9411,"1","0"
"RNF20",29511,3,23,"protein_coding",144,679,"4","0"
"GRIN3A",168525,2,10,"protein_coding",165,12256.5,"1","0"
"LOC105376187",26217,1,3,"lncRNA",134,12922.5,"1","0"
"LOC105376188",42898,2,8,"lncRNA",154,3460,"1","0"
"LOC105376190",11225,1,3,"lncRNA",71,5464.5,"1","0"
"LINC00587",137875,1,5,"lncRNA",84,35688,"1","0"
"CYLC2",22987,1,8,"protein_coding",119,1520,"5","0"
"LOC105376191",2438,1,3,"lncRNA",303,444,"1","0"
"LINC01492",184522,1,10,"lncRNA",122.5,11380,"1","0"
"LOC105376192",9547,1,3,"lncRNA",142,3950.5,"1","0"
"LOC105376193",45334,2,10,"lncRNA",160,3287.5,"1","0"
"LINC03094",773,1,2,"lncRNA",224.5,325,"1","0"
"SMC2-DT",12451,1,3,"lncRNA",386,2716,"1","0"
"SMC2",47710,14,42,"protein_coding",150,1513.5,"1","0"
"LOC105376194",16336,1,4,"lncRNA",95.5,4726,"1","0"
"LOC105376195",30539,1,5,"lncRNA",188,4322.5,"1","0"
"LOC107987105",217430,1,5,"lncRNA",163,60880,"1","0"
"NIPSNAP3A",12430,1,6,"protein_coding",164.5,1738,"1","0"
"ABCA1",147190,1,50,"protein_coding",136.5,1257,"1","0"
"LOC124902239",5093,1,3,"lncRNA",682,1662,"1","0"
"LOC105376196",16140,1,3,"lncRNA",345,5309,"1","0"
"LOC105376197",63127,1,4,"lncRNA",161,19959,"1","0"
"LOC112268038",58959,2,4,"lncRNA",3336,18362,"1","0"
"SLC44A1",193892,7,22,"protein_coding",141.5,5670,"1","0"
"FSD1L",110279,9,25,"protein_coding",167,3858,"1","0"
"FKTN",82999,13,33,"protein_coding",152.5,4485,"1","0"
"TMEM38B",82087,2,8,"protein_coding",171,15783,"1","0"
"LOC107987107",5683,1,4,"lncRNA",131,856,"1","0"
"LOC107987108",677400,2,10,"lncRNA",149,25809,"1","0"
"LOC107987109",17993,1,3,"lncRNA",840,4709,"1","0"
"LINC01505",63728,1,7,"lncRNA",125,5874.5,"1","0"
"LOC340512",128133,1,5,"lncRNA",85,20603.5,"1","0"
"LOC124906804",35102,1,3,"lncRNA",107,17344,"1","0"
"LOC107987110",11692,1,3,"lncRNA",507,4382,"1","0"
"RAD23B",48884,3,13,"protein_coding",128,4264,"1","0"
"LOC107987111",19742,2,5,"lncRNA",104,8240,"1","0"
"LINC01509",46303,1,8,"lncRNA",123,6350,"1","0"
"KLF4",4916,1,6,"protein_coding",601,389.5,"1","0"
"LOC105376206",10226,3,5,"lncRNA",358,3255,"1","0"
"LOC105376205",98542,7,16,"lncRNA",156,6693,"1","0"
"LOC105376207",12400,2,5,"lncRNA",161,906,"1","0"
"LOC105376208",75109,2,10,"lncRNA",165,8039,"1","0"
"LOC105376209",35899,2,4,"lncRNA",79,2942,"1","0"
"LOC107987112",20648,1,10,"lncRNA",323.5,1619,"1","0"
"LOC105376214",398216,2,8,"lncRNA",195.5,60118,"1","0"
"LOC105376213",3547,1,3,"lncRNA",314,1177,"1","0"
"LOC105376212",37703,1,5,"lncRNA",443.5,1056,"1","0"
"ELP1",66553,2,40,"protein_coding",104,1148.5,"1","0"
"ABITRAM",16343,2,7,"protein_coding",103.5,618,"1","0"
"LOC105376216",21053,2,8,"lncRNA",190.5,2080,"1","0"
"FRRS1L",36973,1,5,"protein_coding",247,4592.5,"1","0"
"EPB41L4B",149352,2,30,"protein_coding",83.5,1929,"1","0"
"PTPN3",162677,14,42,"protein_coding",136,1853,"1","0"
"PALM2AKAP2",531837,5,15,"protein_coding",115,12984,"1","0"
"LOC107987013",11953,1,3,"lncRNA",266,5627.5,"1","0"
"LOC105376217",4815,1,4,"lncRNA",197.5,489,"1","0"
"C9orf152",8603,1,2,"protein_coding",1345.5,5913,"1","0"
"TXN",12705,1,5,"protein_coding",100.5,4962,"1","0"
"LOC107987114",14472,1,3,"lncRNA",120,7041,"1","0"
"TXNDC8",36600,5,12,"protein_coding",91,3452,"4","0"
"LOC124902245",2438,1,2,"lncRNA",1076,287,"1","0"
"SVEP1",214591,1,48,"protein_coding",163.5,2108,"4","0"
"LOC124902247",5642,1,3,"lncRNA",90,2555,"1","0"
"LOC105376218",11098,2,5,"lncRNA",2217.5,1212,"1","0"
"MUSK",139760,3,18,"protein_coding",168,7706,"1","0"
"LOC107987115",24626,1,3,"lncRNA",168,10292.5,"1","0"
"LPAR1",165744,9,19,"protein_coding",148,29908.5,"1","0"
"LOC124902248",6031,1,2,"lncRNA",2183.5,1665,"1","0"
"LOC105376219",178606,7,12,"lncRNA",201.5,11626,"1","0"
"OR2K2",2995,1,2,"protein_coding",686.5,1623,"1","0"
"ECPAS",123753,8,55,"protein_coding",116,1393,"1","0"
"PTGR1",49929,6,14,"protein_coding",116,3953,"1","0"
"LRRC37A5P",10710,1,3,"transcribed_pseudogene",283,4808,"1","0"
"LOC107987116",4751,1,2,"lncRNA",581,3590,"1","0"
"DNAJC25-GNG10",38887,1,3,"protein_coding",410,18695.5,"1","0"
"DNAJC25",23007,1,4,"protein_coding",410,3594,"1","0"
"GNG10",8621,1,2,"protein_coding",132,3710.5,"1","0"
"SHOC1",126972,8,36,"protein_coding",122,2953,"1","0"
"UGCG",38555,3,11,"protein_coding",142,1708.5,"1","0"
"PTBP3",115959,5,21,"protein_coding",140,3200,"1","0"
"HSDL2",92285,3,14,"protein_coding",109.5,7818,"1","0"
"HSDL2-AS1",35836,2,9,"lncRNA",235.5,7746.5,"1","0"
"KIAA1958",182613,3,10,"protein_coding",743.5,70406,"1","0"
"INIP",34189,1,7,"protein_coding",131,15123.5,"1","0"
"SNX30",136685,7,22,"protein_coding",192,12439.5,"1","0"
"SLC46A2",22127,2,6,"protein_coding",528.5,2139,"1","0"
"ZFP37",37242,2,8,"protein_coding",151.5,5099,"1","0"
"FAM225B",6939,1,3,"lncRNA",268,574.5,"1","0"
"FAM225A",6910,1,3,"lncRNA",243,574.5,"1","0"
"SLC31A2",13133,1,4,"protein_coding",132,3715,"1","0"
"FKBP15",60261,2,30,"protein_coding",108,1444,"1","0"
"SLC31A1",42962,1,5,"protein_coding",164,1457.5,"1","0"
"PRPF4",17208,1,17,"protein_coding",101.5,774,"1","0"
"RNF183",6283,4,20,"protein_coding",599.5,574,"1","0"
"WDR31",27083,2,15,"protein_coding",133,1642,"1","0"
"BSPRY",21676,1,8,"protein_coding",182.5,4459,"1","0"
"HDHD3",3570,3,7,"protein_coding",1108,1140.5,"1","0"
"ALAD",14985,4,18,"protein_coding",89,495,"1","0"
"POLE3",3513,3,8,"protein_coding",126,326,"1","0"
"RGS3",152792,9,37,"protein_coding",102,2886,"4","0"
"LOC105376222",14030,3,9,"lncRNA",480,991.5,"1","0"
"LOC105376223",34952,1,3,"lncRNA",128,16905.5,"1","0"
"AMBP",18162,1,10,"protein_coding",130,1085,"1","0"
"LOC107987120",1129,1,3,"lncRNA",235,94.5,"1","0"
"KIF12",7654,5,28,"protein_coding",105,208,"1","0"
"LOC105376225",9690,1,5,"lncRNA",158,798.5,"1","0"
"COL27A1",158936,10,76,"protein_coding",54,1264,"1","0"
"LOC124902252",6848,1,3,"lncRNA",125,3226,"1","0"
"LOC105376224",15899,2,6,"lncRNA",229.5,5863,"1","0"
"ORM1",3381,1,6,"protein_coding",125.5,415,"1","0"
"AKNA",66699,13,37,"protein_coding",157,1611.5,"1","0"
"LOC124902253",4020,1,3,"lncRNA",204,1222,"1","0"
"WHRN",103365,15,37,"protein_coding",206.5,1060,"1","0"
"LOC105376229",7780,1,3,"lncRNA",79,3751,"1","0"
"ATP6V1G1",11110,1,3,"protein_coding",152,4774,"1","0"
"TEX53",1501,1,2,"protein_coding",234.5,1033,"1","0"
"LOC107987121",2216,1,2,"lncRNA",720,777,"1","0"
"TEX48",15762,1,9,"protein_coding",158,7580,"1","0"
"LOC105376231",3560,1,4,"lncRNA",147,525,"1","0"
"TNFSF15",21401,2,6,"protein_coding",180.5,1496,"1","0"
"TNFSF8",37290,2,8,"protein_coding",247,11034.5,"1","0"
"LOC101928748",18864,1,6,"lncRNA",167,3088,"1","0"
"DELEC1",261596,1,8,"lncRNA",104.5,23637,"1","0"
"LOC105376233",13388,1,3,"lncRNA",209,4492,"1","0"
"LOC105376232",14240,3,6,"lncRNA",126,1816,"1","0"
"LOC105376235",8435,1,5,"lncRNA",83,512,"1","0"
"LOC101928775",4569,1,3,"lncRNA",101,2090.5,"1","0"
"LOC105376234",83439,2,5,"lncRNA",159,3522,"1","0"
"LINC00474",37037,1,3,"lncRNA",272,18131,"1","0"
"LOC105376236",28595,1,5,"lncRNA",697,10574,"1","0"
"PAPPA",248484,2,24,"protein_coding",170.5,7587,"1","0"
"PAPPA-AS2",77814,1,6,"lncRNA",159.5,1087,"1","0"
"ASTN2",992783,4,32,"protein_coding",159,31081,"1","0"
"ASTN2-AS1",58017,1,12,"lncRNA",133.5,1907,"1","0"
"LOC107987014",2304,1,3,"lncRNA",257,632,"1","0"
"LOC105376240",46427,1,3,"lncRNA",85,23042.5,"1","0"
"TRIM32",13998,2,5,"protein_coding",97,9995,"1","0"
"LOC105376239",5573,3,8,"lncRNA",136,918.5,"1","0"
"LOC105376238",3067,1,2,"lncRNA",353.5,2361,"1","0"
"LOC105376237",14573,1,3,"lncRNA",72,7156,"1","0"
"LOC105376242",34796,1,13,"lncRNA",234,14023.5,"1","0"
"LOC124902330",2321,1,3,"lncRNA",67,1031,"1","0"
"LOC101928797",8420,1,6,"lncRNA",143,1310,"1","0"
"TLR4",20335,1,4,"protein_coding",165,3632,"1","0"
"LOC105376244",108880,2,12,"lncRNA",182.5,5850,"1","0"
"LOC105376243",8865,1,2,"lncRNA",2067.5,4731,"1","0"
"LOC105376246",26694,1,3,"lncRNA",183,13111,"1","0"
"LOC105376247",109969,1,4,"lncRNA",90.5,6728,"1","0"
"LOC105376248",6456,1,3,"lncRNA",344,2831,"1","0"
"LOC105376249",4216,1,3,"lncRNA",130,1931,"1","0"
"LINC02578",65642,1,4,"lncRNA",103,4494,"1","0"
"LOC102724929",45047,3,10,"lncRNA",131,17823,"1","0"
"LOC101928849",131589,1,8,"lncRNA",165.5,4404,"1","0"
"BRINP1",202818,1,8,"protein_coding",230,24493,"1","0"
"LOC105376250",1e+05,2,5,"lncRNA",188,6215,"1","0"
"LOC107987122",101864,1,3,"lncRNA",452,48739.5,"1","0"
"LOC107987123",655,1,2,"lncRNA",185,286,"1","0"
"LOC124902260",212843,1,6,"lncRNA",165,7150,"1","0"
"CDK5RAP2",191304,3,45,"protein_coding",134.5,3647,"4","0"
"MEGF9",115488,1,6,"protein_coding",236,10079,"1","0"
"B3GALT9",8321,1,3,"protein_coding",1835,4652,"1","0"
"PSMD5",26871,1,10,"protein_coding",143,2408.5,"1","0"
"CUTALP",11282,2,6,"transcribed_pseudogene",204,2097,"1","0"
"PHF19",39243,10,28,"protein_coding",96,903,"1","0"
"TRAF1",27222,4,13,"protein_coding",178,1885.5,"1","0"
"C5-OT1",10600,1,2,"lncRNA",951,8699,"1","0"
"C5",122498,3,43,"protein_coding",115,1678,"1","0"
"LOC124902261",6147,1,3,"lncRNA",246,2787.5,"1","0"
"CNTRL",102575,9,56,"protein_coding",177,1632,"1","0"
"RAB14",23736,1,8,"protein_coding",77.5,1439,"1","0"
"GSN",131342,10,48,"protein_coding",133,1469,"1","0"
"STOM",31262,1,12,"protein_coding",127,3881,"1","0"
"LOC102723324",31185,6,10,"lncRNA",378,4407,"1","0"
"GGTA1",54870,3,12,"protein_coding",116,4263,"1","0"
"DAB2IP",218430,3,21,"protein_coding",154,1833.5,"1","0"
"LOC105376257",10278,1,3,"lncRNA",218,1591.5,"1","0"
"TTLL11",279122,13,23,"protein_coding",178,24840.5,"1","0"
"LOC124902262",7891,1,3,"lncRNA",209,3641.5,"1","0"
"NDUFA8",27315,2,5,"protein_coding",165,5592.5,"1","0"
"MORN5",40193,1,5,"protein_coding",132,5742.5,"1","0"
"LHX6",26382,7,17,"protein_coding",175,826,"1","0"
"RBM18",27235,1,8,"protein_coding",125,2691,"1","0"
"MRRF",66445,4,16,"protein_coding",156,5751.5,"1","0"
"PTGS1",25161,3,16,"protein_coding",148,1801,"1","0"
"LOC124902264",2325,1,2,"lncRNA",188,1950,"1","0"
"OR1J2",132853,8,16,"protein_coding",620,4851.5,"1","0"
"OR1L8",16250,1,5,"protein_coding",129,3963.5,"1","0"
"LOC124902265",29987,1,3,"lncRNA",134,14705,"1","0"
"OR1L6",8481,1,2,"protein_coding",510,7462,"1","0"
"PDCL",10491,1,4,"protein_coding",179.5,2379,"1","0"
"RC3H2",60676,3,24,"protein_coding",176,2171,"1","0"
"ZBTB6",5265,1,2,"protein_coding",2048.5,1169,"1","0"
"ZBTB26",15952,2,4,"protein_coding",2290.5,11313.5,"1","0"
"LOC105379839",2501,1,2,"lncRNA",1149.5,203,"1","0"
"GPR21",9075,2,3,"protein_coding",785.5,428,"1","0"
"STRBP",164955,9,36,"protein_coding",135,3072,"1","0"
"LOC105376265",17200,1,4,"lncRNA",91,707,"1","0"
"CRB2",26293,4,19,"protein_coding",191,724.5,"4","0"
"DENND1A",550621,18,44,"protein_coding",89,15225,"1","0"
"LOC105376266",15182,1,2,"lncRNA",7272,639,"1","0"
"LOC105376267",3475,1,3,"lncRNA",240,978,"1","0"
"LHX2-AS1",3119,1,2,"lncRNA",1073,974,"1","0"
"LOC107987037",48694,1,3,"lncRNA",179,24044,"1","0"
"NEK6",95646,11,24,"protein_coding",114,7473,"1","0"
"LOC613206",1958,1,2,"lncRNA",180,1599,"1","0"
"PSMB7",61984,1,8,"protein_coding",107,3053,"1","0"
"LOC105376270",14949,3,11,"lncRNA",825.5,534,"1","0"
"ADGRD2",28127,2,27,"protein_coding",112,387,"1","0"
"NR5A1",26159,1,7,"protein_coding",148,3100.5,"1","0"
"NR6A1",254059,3,14,"protein_coding",190,3614,"1","0"
"MIR181A2HG",40193,1,2,"lncRNA",308.5,39577,"1","0"
"LOC107987126",2501,1,2,"lncRNA",787,928,"1","0"
"OLFML2A",37754,2,9,"protein_coding",249,2430,"1","0"
"WDR38",4417,1,12,"protein_coding",121,214.5,"1","0"
"RPL35",4072,1,4,"protein_coding",109.5,1154,"1","0"
"ARPC5L",15608,2,8,"protein_coding",223,1726,"5","0"
"GOLGA1",74415,9,32,"protein_coding",103,1087.5,"1","0"
"SCAI",200901,3,23,"protein_coding",99.5,1974,"1","0"
"PPP6C",43225,3,12,"protein_coding",151,4256,"1","0"
"LOC105376271",864,1,2,"lncRNA",147,571,"1","0"
"RABEPK",33600,5,14,"protein_coding",155.5,4542,"1","0"
"HSPA5",6491,1,8,"protein_coding",235,281,"1","0"
"GAPVD1",106264,3,38,"protein_coding",135,2447,"1","0"
"LOC101929014",4123,1,5,"lncRNA",169,368.5,"1","0"
"LOC112268055",15515,1,3,"lncRNA",423,6659,"1","0"
"MAPKAP1",270563,2,13,"protein_coding",161,22766.5,"1","0"
"LOC124902270",8984,1,2,"lncRNA",3107.5,2770,"1","0"
"LOC105376272",13867,2,5,"lncRNA",4253,1173,"1","0"
"PBX3-DT",2175,1,2,"lncRNA",349,1478,"1","0"
"PBX3",225432,5,13,"protein_coding",151,2730,"1","0"
"LOC124902271",16244,1,2,"lncRNA",7321,1603,"1","0"
"LOC105376273",998,1,3,"lncRNA",115,162,"1","0"
"LOC105376274",22941,1,3,"lncRNA",206,10528.5,"1","0"
"LOC105376275",9763,1,3,"lncRNA",145,4654.5,"1","0"
"LOC101929116",5790,1,3,"lncRNA",158,1847.5,"1","0"
"MVB12B",179894,8,18,"protein_coding",123,9446,"1","0"
"LOC124906812",3994,1,3,"lncRNA",1982.5,30,"1","0"
"LOC105376276",2370,1,2,"lncRNA",349,1673,"1","0"
"LMX1B",87099,1,10,"protein_coding",184.5,794,"1","0"
"LOC107987129",8058,2,4,"lncRNA",457.5,1680,"1","0"
"ZBTB34",25934,3,5,"protein_coding",121,9612,"1","0"
"RALGPS1",308378,14,34,"protein_coding",94,5941,"1","0"
"LOC105376279",4221,1,2,"lncRNA",1995,232,"1","0"
"ANGPTL2",35286,2,6,"protein_coding",321,8032.5,"1","0"
"LOC105376278",13894,7,19,"lncRNA",245,250,"1","0"
