"Gene_Id","Gene_length","Num_of_Transcripts","Num_of_Exons","Gene_type"
"FAM166A",7718,6,17,"protein_coding"
"LOC124902316",735,1,2,"lncRNA"
"STPG3-AS1",3280,1,4,"lncRNA"
"STPG3",2199,2,11,"protein_coding"
"NELFB",18196,1,13,"protein_coding"
"TOR4A",4915,1,2,"protein_coding"
"LOC124906817",2254,1,1,"protein_coding"
"NRARP",2640,1,1,"protein_coding"
"EXD3",128967,8,40,"protein_coding"
"LOC124902354",94,NA,NA,"pseudogene"
"NOXA1",11014,5,21,"protein_coding"
"ENTPD8",6922,1,10,"protein_coding"
"NSMF",11346,2,17,"protein_coding"
"MIR7114",60,3,3,"miRNA"
"PNPLA7",93744,6,46,"protein_coding"
"MRPL41",676,1,2,"protein_coding"
"DPH7",22993,2,20,"protein_coding"
"ZMYND19",8431,2,7,"protein_coding"
"LOC124902318",14314,2,4,"lncRNA"
"ARRDC1",9674,2,11,"protein_coding"
"ARRDC1-AS1",3563,2,4,"lncRNA"
"EHMT1",223302,16,46,"protein_coding"
"SETP5",885,NA,NA,"pseudogene"
"LOC651337",4333,1,3,"lncRNA"
"LOC100418938",901,NA,NA,"pseudogene"
"MIR602",97,2,2,"miRNA"
"LOC100133077",24641,1,4,"lncRNA"
"CACNA1B",246978,1,48,"protein_coding"
"LOC124902320",3185,1,2,"lncRNA"
"CACNA1B-AS1",3430,1,4,"lncRNA"
"LOC101928786",4568,1,3,"lncRNA"
"IL9RP1",8716,NA,NA,"pseudogene"
"TUBBP5",27299,1,5,"transcribed_pseudogene"
"LOC101928932",3520,1,2,"lncRNA"
"FAM157B",56610,1,15,"lncRNA"
"LOC124902321",3551,1,4,"lncRNA"
"RNU6-785P",103,NA,NA,"pseudogene"
"LOC101929819",8261,1,8,"lncRNA"
"LOC105379556",1161,NA,NA,"pseudogene"
"LOC102723681",3761,NA,NA,"pseudogene"
"LOC124906818",49669,3,7,"lncRNA"
"LOC124906819",11131,1,5,"lncRNA"
"LOC102723376",3854,1,3,"lncRNA"
"LOC124902360",3915,4,10,"lncRNA"
"TUBB8",30286,4,11,"protein_coding"
"IL9RP2",6263,NA,NA,"pseudogene"
"ZMYND11",124618,12,28,"protein_coding"
"DDX20P1",966,NA,NA,"pseudogene"
"RNA5SP297",112,NA,NA,"pseudogene"
"LOC107984190",6878,1,2,"lncRNA"
"LOC107984191",12176,1,4,"lncRNA"
"DIP2C",419067,9,47,"protein_coding"
"RNA5SP298",89,NA,NA,"pseudogene"
"LOC124902362",6235,1,2,"lncRNA"
"RN7SL754P",265,NA,NA,"pseudogene"
"LOC101930421",2691,1,2,"lncRNA"
"MIR5699",89,3,3,"miRNA"
"LOC124900286",15501,3,10,"protein_coding"
"DIP2C-AS1",13305,1,3,"lncRNA"
"LARP4B",128023,16,38,"protein_coding"
"LOC124902363",3111,1,2,"protein_coding"
"LARP4B-DT",9719,1,3,"lncRNA"
"GTPBP4",31437,2,18,"protein_coding"
"IDI2",6932,1,5,"protein_coding"
"IDI2-AS1",21541,1,6,"lncRNA"
"IDI1",17023,6,12,"protein_coding"
"WDR37",75899,1,14,"protein_coding"
"LOC105376344",7452,1,5,"lncRNA"
"LINC00200",4913,1,3,"lncRNA"
"ADARB2",560874,1,11,"protein_coding"
"LOC105376342",2339,1,2,"lncRNA"
"LOC124902364",4609,1,3,"lncRNA"
"ADARB2-AS1",28609,2,4,"lncRNA"
"LOC105376345",28669,2,6,"lncRNA"
"LOC105376346",18661,2,4,"lncRNA"
"LINC00700",8875,1,3,"lncRNA"
"MIR6072",70,2,2,"miRNA"
"RNU6-889P",102,NA,NA,"pseudogene"
"LINC02662",20476,2,8,"lncRNA"
"RNU6-576P",101,NA,NA,"pseudogene"
"LOC107984168",16245,1,4,"lncRNA"
"LINC00701",14737,1,3,"lncRNA"
"LOC105376349",6690,2,4,"lncRNA"
"LINC02645",55277,1,3,"lncRNA"
"LOC105376350",117356,3,9,"lncRNA"
"LOC105376352",10039,2,7,"lncRNA"
"PFKP-DT",14010,2,5,"lncRNA"
"PFKP",69433,9,35,"protein_coding"
"SNORD142",194,1,1,"snoRNA"
"PITRM1",35074,5,38,"protein_coding"
"PITRM1-AS1",7024,1,4,"lncRNA"
"LINC02668",26858,4,15,"lncRNA"
"LOC105376353",4209,1,4,"lncRNA"
"LOC107987146",5688,1,2,"lncRNA"
"LOC105376356",8885,1,3,"lncRNA"
"LOC124902565",4779,1,3,"protein_coding"
"LOC105376360",433608,1,2,"lncRNA"
"LOC105376358",5662,1,3,"lncRNA"
"LINC02669",69262,4,10,"lncRNA"
"LOC107984192",8097,1,2,"lncRNA"
"LOC107984193",9715,1,3,"lncRNA"
"LOC124902540",3467,1,3,"lncRNA"
"LOC105376361",1469,1,3,"lncRNA"
"LOC105376363",9043,2,5,"lncRNA"
"KLF6",9208,1,6,"protein_coding"
"LOC105376364",1799,1,2,"lncRNA"
"LINC02639",778,1,2,"lncRNA"
"LINC02660",23877,1,6,"lncRNA"
"LOC105376367",6719,2,4,"lncRNA"
"MIR6078",99,2,2,"miRNA"
"LOC107984195",59278,4,18,"lncRNA"
"LOC105376368",24889,1,5,"lncRNA"
"LINC00702",37036,1,3,"lncRNA"
"LOC105376369",13438,1,3,"lncRNA"
"LOC105376370",2442,1,4,"lncRNA"
"LOC105376371",1501,1,2,"lncRNA"
"LOC105376372",22120,2,7,"lncRNA"
"LINC00703",26350,2,4,"lncRNA"
"RNU6-163P",105,NA,NA,"pseudogene"
"MANCR",25883,1,4,"lncRNA"
"LINC00705",6264,1,3,"lncRNA"
"LOC105376373",17783,2,5,"lncRNA"
"LOC105376375",60573,1,3,"lncRNA"
"LOC107984197",15216,1,3,"lncRNA"
"LOC105376374",6668,1,3,"lncRNA"
"AKR1E2",48243,7,20,"protein_coding"
"AKR1C6P",44602,1,11,"transcribed_pseudogene"
"AKR1C1",19868,1,9,"protein_coding"
"LOC124902365",2771,2,4,"lncRNA"
"AKR1C2",30235,3,15,"protein_coding"
"LOC101928051",1968,1,2,"lncRNA"
"LOC107984198",51384,2,7,"lncRNA"
"AKR1C3",58894,3,11,"protein_coding"
"LOC124902366",2344,1,3,"lncRNA"
"LOC124900291",135,1,1,"snoRNA"
"AKR1C8",71140,8,33,"protein_coding"
"AKR1C4",22096,1,9,"protein_coding"
"ARL4AP3",5103,NA,NA,"pseudogene"
"LINC02561",5254,1,2,"lncRNA"
"AKR1C7P",10719,NA,NA,"pseudogene"
"RPL26P28",520,NA,NA,"pseudogene"
"UCN3",11229,1,2,"protein_coding"
"TUBAL3",11725,1,5,"protein_coding"
"NET1",46462,3,15,"protein_coding"
"CALML5",873,1,1,"protein_coding"
"CALML3-AS1",12034,1,4,"lncRNA"
"CALML3",1811,1,1,"protein_coding"
"LOC105376380",2740,1,5,"lncRNA"
"LOC105376381",3744,1,2,"lncRNA"
"LASTR",1134,1,2,"lncRNA"
"LINC02678",3061,1,3,"lncRNA"
"LINC02677",1590,1,4,"lncRNA"
"LOC107984199",8647,1,2,"lncRNA"
"RN7SL445P",278,NA,NA,"pseudogene"
"ASB13",27721,1,8,"protein_coding"
"TASOR2",78895,3,27,"protein_coding"
"GDI2",48183,1,11,"protein_coding"
"NRBF2P5",2859,NA,NA,"pseudogene"
"LOC124902367",10208,1,2,"lncRNA"
"TRV-TAC3-1",72,1,1,"tRNA"
"ANKRD16",28266,2,9,"protein_coding"
"RPL12P28",473,NA,NA,"pseudogene"
"FBH1",48180,10,37,"protein_coding"
"LOC105376384",10918,4,7,"lncRNA"
"IL15RA",29855,12,21,"protein_coding"
"LOC107984200",13310,1,3,"lncRNA"
"IL2RA",51159,1,8,"protein_coding"
"LOC124902368",6041,1,3,"lncRNA"
"LOC124902573",140,1,1,"snoRNA"
"LOC107984201",1012,1,2,"lncRNA"
"RPL32P23",410,NA,NA,"pseudogene"
"RBM17",28409,2,13,"protein_coding"
"LOC101928080",20118,2,6,"lncRNA"
"LOC124902369",2813,1,3,"lncRNA"
"PFKFB3",181656,6,22,"protein_coding"
"MIR3155A",81,2,2,"miRNA"
"MIR3155B",55,2,2,"miRNA"
"SDCBPP1",1834,NA,NA,"pseudogene"
"LINC02649",9434,1,6,"lncRNA"
"DPPA5P3",418,NA,NA,"pseudogene"
"LINC02656",3486,1,1,"lncRNA"
"PRKCQ",186495,6,25,"protein_coding"
"LOC107984202",1562,1,2,"lncRNA"
"PRKCQ-AS1",4944,1,3,"lncRNA"
"LINC02648",21060,1,6,"lncRNA"
"LINP1",1557,1,2,"lncRNA"
"LINC00706",4889,1,2,"lncRNA"
"LINC00707",62758,1,5,"lncRNA"
"LOC107984203",3632,1,2,"protein_coding"
"LOC105376387",282019,6,17,"lncRNA"
"LINC02665",1381,1,3,"lncRNA"
"SFMBT2",253041,10,34,"protein_coding"
"SNORD129",104,1,1,"snoRNA"
"COX6CP17",296,NA,NA,"pseudogene"
"LINC02642",28579,6,13,"lncRNA"
"RNU6-535P",106,NA,NA,"pseudogene"
"LOC105376390",4569,1,3,"lncRNA"
"LOC105376391",7305,1,2,"lncRNA"
"ITIH5",107586,3,17,"protein_coding"
"ITIH2",46335,1,21,"protein_coding"
"KIN",37038,4,18,"protein_coding"
"ATP5F1C",19636,2,11,"protein_coding"
"LOC105376392",18893,1,3,"lncRNA"
"TAF3",198139,1,8,"protein_coding"
"LOC105376394",7264,1,3,"lncRNA"
"GATA3",30090,5,12,"protein_coding"
"GATA3-AS1",3034,5,12,"lncRNA"
"LOC105376395",3315,1,3,"lncRNA"
"PRPF38AP1",1307,NA,NA,"pseudogene"
"LOC107984206",9033,1,3,"lncRNA"
"LOC107984205",36961,2,6,"lncRNA"
"LINC00708",8981,1,5,"lncRNA"
"LOC105376396",19070,1,3,"lncRNA"
"LOC105376397",18109,1,2,"lncRNA"
"KRT8P37",1708,NA,NA,"pseudogene"
"KRT8P16",5865,NA,NA,"pseudogene"
"LOC105376398",21649,1,2,"lncRNA"
"LOC105376399",4532,1,3,"lncRNA"
"CHCHD3P1",1003,NA,NA,"pseudogene"
"RNA5SP299",115,NA,NA,"pseudogene"
"LOC105376400",12669,1,3,"lncRNA"
"LINC02676",16611,1,4,"lncRNA"
"LOC101928272",98060,1,5,"lncRNA"
"LINC00709",11452,1,2,"lncRNA"
"LINC02663",441220,5,14,"lncRNA"
"HSP90AB7P",2791,NA,NA,"pseudogene"
"LOC105376403",13979,1,2,"lncRNA"
"LINC02670",4780,1,4,"lncRNA"
"ELOCP3",618,NA,NA,"pseudogene"
"CUX2P1",165,NA,NA,"pseudogene"
"LOC107984207",10516,1,3,"lncRNA"
"CELF2-DT",42475,1,4,"lncRNA"
"CELF2",875803,22,45,"protein_coding"
"ORMDL1P1",415,NA,NA,"pseudogene"
"SFTA1P",10506,1,4,"transcribed_pseudogene"
"LINC00710",17220,1,6,"lncRNA"
"LOC124902376",2226,1,3,"lncRNA"
"CELF2-AS2",33959,1,7,"lncRNA"
"CELF2-AS1",27837,1,3,"lncRNA"
"LOC105376409",4994,1,3,"lncRNA"
"USP6NL",151169,10,27,"protein_coding"
"LOC105376411",3421,1,2,"lncRNA"
"LOC105376410",18264,1,5,"lncRNA"
"USP6NL-AS1",937,1,1,"lncRNA"
"LOC105376413",70195,2,8,"lncRNA"
"LOC105376412",7528,1,5,"lncRNA"
"ECHDC3",21684,2,6,"protein_coding"
"LOC105379850",3659,1,3,"lncRNA"
"LOC105376415",1216,1,3,"lncRNA"
"PROSER2",48917,4,9,"protein_coding"
"PROSER2-AS1",44985,1,6,"lncRNA"
"UPF2",123123,4,25,"protein_coding"
"RNU6-1095P",107,NA,NA,"pseudogene"
"LOC105376416",2278,1,3,"lncRNA"
"DHTKD1",54227,1,17,"protein_coding"
"RNU6-88P",99,NA,NA,"pseudogene"
"SEC61A2",40313,3,17,"protein_coding"
"MIR548AK",56,2,2,"miRNA"
"LOC124902579",103,1,1,"snoRNA"
"NUDT5",30557,1,11,"protein_coding"
"CDC123",54356,2,15,"protein_coding"
"RN7SL198P",257,NA,NA,"pseudogene"
"CAMK1D",489069,7,21,"protein_coding"
"RNU6ATAC39P",148,NA,NA,"pseudogene"
"LOC107984209",3705,1,2,"lncRNA"
"MIR4480",70,2,2,"miRNA"
"MIR4481",59,2,2,"miRNA"
"MIR548Q",99,2,2,"miRNA"
"CCDC3",203305,2,8,"protein_coding"
"LOC105376418",21104,1,3,"lncRNA"
"RNA5SP300",106,NA,NA,"pseudogene"
"RPL5P25",835,NA,NA,"pseudogene"
"OPTN",38516,2,19,"protein_coding"
"SNRPGP5",520,NA,NA,"pseudogene"
"LOC124906890",3369,1,2,"lncRNA"
"BTBD7P1",1562,NA,NA,"pseudogene"
"RPL36AP36",396,NA,NA,"pseudogene"
"MCM10",49468,3,23,"protein_coding"
"UCMA",12622,1,5,"protein_coding"
"PHYH",22254,2,11,"protein_coding"
"RBISP1",414,NA,NA,"pseudogene"
"SEPHS1",30832,3,13,"protein_coding"
"LOC105376419",26515,1,3,"lncRNA"
"LOC105376420",10457,1,3,"lncRNA"
"BEND7",91157,14,33,"protein_coding"
"BEND7-DT",1660,1,2,"lncRNA"
"LOC105376422",8935,1,3,"lncRNA"
"PRPF18",68984,3,28,"protein_coding"
"RPL6P24",922,NA,NA,"pseudogene"
"FRMD4A",687232,5,30,"protein_coding"
"LOC105376426",23060,3,8,"lncRNA"
"NUTF2P5",380,NA,NA,"pseudogene"
"LOC105376425",16722,1,4,"lncRNA"
"LOC101928453",13599,1,3,"lncRNA"
"MIR4293",77,2,2,"miRNA"
"MIR1265",85,2,2,"miRNA"
"FAM107B",256978,9,20,"protein_coding"
"LOC124902381",4972,1,3,"lncRNA"
"LOC124906891",12234,1,3,"lncRNA"
"LOC105376429",7857,1,5,"lncRNA"
"RNA5SP302",99,NA,NA,"pseudogene"
"RPSAP7",1032,NA,NA,"pseudogene"
"CDNF",18783,1,5,"protein_coding"
"HSPA14",33435,1,14,"protein_coding"
"MSANTD7",8693,1,2,"protein_coding"
"LOC124902382",15838,3,5,"lncRNA"
"SUV39H2",25448,2,10,"protein_coding"
"DCLRE1C",57066,9,31,"protein_coding"
"MEIG1",33835,5,8,"protein_coding"
"OR7E110P",595,NA,NA,"pseudogene"
"OR7E26P",653,NA,NA,"pseudogene"
"OR7E115P",938,NA,NA,"pseudogene"
"ACBD7-DCLRE1CP1",73708,1,8,"lncRNA"
"DCLRE1CP1",20355,1,1,"transcribed_pseudogene"
"OLAH",41639,4,12,"protein_coding"
"ACBD7",13301,1,2,"protein_coding"
"GAPDHP45",555,NA,NA,"pseudogene"
"RPP38-DT",1934,1,2,"lncRNA"
"RPP38",7143,7,10,"protein_coding"
"NMT2",63442,2,15,"protein_coding"
"LOC105376431",8037,1,2,"lncRNA"
"LOC107984210",5155,1,3,"lncRNA"
"PPIAP30",625,1,1,"transcribed_pseudogene"
"LOC124902566",3346,NA,NA,"pseudogene"
"LOC105376434",34510,2,5,"lncRNA"
"LOC105376433",36271,2,4,"lncRNA"
"LOC107984211",6417,1,2,"lncRNA"
"FAM171A1",162809,4,11,"protein_coding"
"ITGA8",205936,2,31,"protein_coding"
"LOC124902383",121765,3,6,"lncRNA"
"MINDY3",82340,6,21,"protein_coding"
"LOC124902582",107,1,1,"snoRNA"
"FTLP19",393,NA,NA,"pseudogene"
"RNU6-1075P",104,NA,NA,"pseudogene"
"LINC02654",17779,2,6,"lncRNA"
"LOC124902585",104,1,1,"snoRNA"
"PTER",80970,3,11,"protein_coding"
"RNU2-18P",161,NA,NA,"pseudogene"
"C1QL3",8168,1,2,"protein_coding"
"RSU1",226800,2,9,"protein_coding"
"LOC124902384",22255,1,2,"lncRNA"
"LOC105376435",3558,1,3,"lncRNA"
"CUBN",305920,4,70,"protein_coding"
"TRDMT1",64356,3,17,"protein_coding"
"VIM-AS1",15753,2,5,"lncRNA"
"VIM",9351,1,10,"protein_coding"
"ST8SIA6",139182,6,14,"protein_coding"
"ST8SIA6-AS1",21351,1,3,"lncRNA"
"LOC105376436",9756,3,6,"lncRNA"
"LOC105376437",1348,1,3,"lncRNA"
"PRPF38AP2",1050,NA,NA,"pseudogene"
"HACD1",28340,1,7,"protein_coding"
"STAM-DT",2634,1,1,"lncRNA"
"STAM",73477,2,18,"protein_coding"
"TMEM236",48695,2,5,"protein_coding"
"MRC1",101805,1,30,"protein_coding"
"MIR511",86,3,3,"miRNA"
"LOC124902600",176,NA,NA,"pseudogene"
"SLC39A12",91254,1,14,"protein_coding"
"SLC39A12-AS1",8776,1,5,"lncRNA"
"CACNB2",403047,7,22,"protein_coding"
"LOC107984213",17146,1,2,"lncRNA"
"NSUN6",146597,9,30,"protein_coding"
"ARL5B",22215,2,7,"protein_coding"
"LOC105376440",126162,3,8,"lncRNA"
"AIFM1P1",3164,NA,NA,"pseudogene"
"LOC107984180",1539,1,3,"lncRNA"
"MALRD1",686768,11,55,"protein_coding"
"UBE2V2P1",716,NA,NA,"pseudogene"
"LOC105376441",5062,1,3,"lncRNA"
"LOC102724082",19809,3,5,"lncRNA"
"HMGN1P20",699,NA,NA,"pseudogene"
"LOC124902595",216,1,1,"snoRNA"
"RNA5SP303",129,NA,NA,"pseudogene"
"LOC101928834",18222,1,5,"lncRNA"
"MTND1P37",263,NA,NA,"pseudogene"
"NMTRQ-CTG1-1",74,NA,NA,"pseudogene"
"MTND2P16",967,NA,NA,"pseudogene"
"RNU6-1212P",103,NA,NA,"pseudogene"
"LOC124902388",3856,1,2,"lncRNA"
"PLXDC2",473544,2,15,"protein_coding"
"AMD1P1",1048,NA,NA,"pseudogene"
"MIR4675",76,2,2,"miRNA"
"LOC105376442",14747,3,8,"lncRNA"
"NEBL",513262,9,48,"protein_coding"
"MTND1P21",299,NA,NA,"pseudogene"
"LOC102725112",39361,3,10,"lncRNA"
"LOC124902389",15761,1,2,"lncRNA"
"EIF4BP2",1811,NA,NA,"pseudogene"
"NPM1P30",3261,NA,NA,"pseudogene"
"NEBL-AS1",933,2,3,"lncRNA"
"RNU6-15P",105,NA,NA,"pseudogene"
"LINC02643",32738,1,5,"lncRNA"
"MRM3P1",578,NA,NA,"pseudogene"
"LOC100420467",512,NA,NA,"pseudogene"
"LOC105376445",3871,1,3,"lncRNA"
"LOC124902598",84,NA,NA,"pseudogene"
"MIR1915HG",4602,1,2,"lncRNA"
"MIR1915",79,3,3,"miRNA"
"SKIDA1",15639,3,10,"protein_coding"
"MLLT10",209837,4,32,"protein_coding"
"RNU6-306P",106,NA,NA,"pseudogene"
"LOC100422524",538,NA,NA,"pseudogene"
"HNRNPRP1",2456,NA,NA,"pseudogene"
"RNU6-1141P",106,NA,NA,"pseudogene"
"DNAJC1",247133,3,15,"protein_coding"
"RN7SKP219",295,NA,NA,"pseudogene"
"RN7SKP37",238,NA,NA,"pseudogene"
"ADIPOR1P1",848,NA,NA,"pseudogene"
"EBLN1",9548,2,4,"protein_coding"
"PSME2P6",374,NA,NA,"pseudogene"
"TRN-GTT2-3",73,1,1,"tRNA"
"LOC105376447",11124,1,3,"lncRNA"
"LOC100130992",6476,1,1,"lncRNA"
"RPL31P45",215,NA,NA,"pseudogene"
"COMMD3-BMI1",15096,1,14,"protein_coding"
"COMMD3",3918,1,3,"protein_coding"
"BMI1",10385,1,1,"protein_coding"
"SPAG6",72122,1,16,"protein_coding"
"LOC105376449",28525,1,4,"lncRNA"
"LINC03027",2504,1,1,"lncRNA"
"LOC105376450",1126,1,3,"lncRNA"
"PIP4K2A",179689,3,12,"protein_coding"
"LOC124902393",798,1,1,"protein_coding"
"TRP-GGG1-1",72,NA,NA,"pseudogene"
"RNU6-413P",106,NA,NA,"pseudogene"
"LOC105376451",14090,1,3,"lncRNA"
"ARMC3",110414,4,23,"protein_coding"
"LOC107984215",99810,1,3,"lncRNA"
"RNA5SP304",103,NA,NA,"pseudogene"
"MSRB2",26400,2,6,"protein_coding"
"YWHAZP3",2895,NA,NA,"pseudogene"
"LOC124900299",116,NA,NA,"pseudogene"
"PTF1A",1933,1,2,"protein_coding"
"C10orf67",144013,14,32,"protein_coding"
"C10orf67-AS1",1204,1,2,"lncRNA"
"LOC124902591",69,NA,NA,"pseudogene"
"OTUD1",3302,1,1,"protein_coding"
"LOC105376454",42464,1,11,"lncRNA"
"KIAA1217",851534,6,30,"protein_coding"
"NUP35P1",1521,NA,NA,"pseudogene"
"MIR603",96,2,2,"miRNA"
"LOC105376455",13497,1,4,"lncRNA"
"ARHGAP21",140133,6,38,"protein_coding"
"RNA5SP305",118,NA,NA,"pseudogene"
"COQ10BP1",513,NA,NA,"pseudogene"
"LOC105376456",25487,1,3,"lncRNA"
"PRTFDC1",103960,1,9,"protein_coding"
"RN7SKP241",290,NA,NA,"pseudogene"
"THNSL1",74280,4,7,"protein_coding"
"ENKUR",80313,2,10,"protein_coding"
"LINC01516",48178,1,8,"lncRNA"
"GPR158-AS1",18205,1,2,"lncRNA"
"GPR158",433560,1,13,"protein_coding"
"RN7SKP220",287,NA,NA,"pseudogene"
"GPN3P1",1028,NA,NA,"pseudogene"
"LINC00836",81517,2,7,"lncRNA"
"HIRAP1",789,NA,NA,"pseudogene"
"RNA5SP306",106,NA,NA,"pseudogene"
"RNU6-632P",63,NA,NA,"pseudogene"
"LOC105376460",6091,1,3,"lncRNA"
"LOC101929073",9331,1,4,"lncRNA"
"MYO3A",277969,15,48,"protein_coding"
"GAD2",88416,2,20,"protein_coding"
"APBB1IP",129559,1,15,"protein_coding"
"RNA5SP307",115,NA,NA,"pseudogene"
"LINC03028",1621,1,3,"lncRNA"
"FAM238A",4468,1,4,"lncRNA"
"LOC102724202",1781,1,3,"lncRNA"
"LOC105376461",5257,1,5,"lncRNA"
"FAM238B",10342,1,5,"lncRNA"
"SELENOOLP",13122,1,3,"transcribed_pseudogene"
"PDSS1",45974,5,18,"protein_coding"
"HSPA8P3",1423,NA,NA,"pseudogene"
"ABI1",114378,5,19,"protein_coding"
"LOC124900293",140,1,1,"snoRNA"
"RNU6-946P",106,NA,NA,"pseudogene"
"LOC124902581",99,1,1,"snoRNA"
"FAM238C",10789,1,5,"lncRNA"
"ANKRD26",153341,14,60,"protein_coding"
"YME1L1",44242,1,20,"protein_coding"
"MASTL",33466,7,21,"protein_coding"
"ACBD5",60231,11,27,"protein_coding"
"RNU2-24P",142,NA,NA,"pseudogene"
"RNU7-12P",57,NA,NA,"pseudogene"
"LRRC37A6P",6449,1,1,"transcribed_pseudogene"
"ODAD2P1",76314,1,5,"transcribed_pseudogene"
"LOC102724245",10053,2,5,"lncRNA"
"RNU6-666P",106,NA,NA,"pseudogene"
"RNU6-452P",106,NA,NA,"pseudogene"
"LINC02673",2447,1,2,"lncRNA"
"FAM210CP",795,NA,NA,"pseudogene"
"TRIAP1P1",1423,NA,NA,"pseudogene"
"PTCHD3",17330,1,4,"protein_coding"
"RAB18",37935,1,8,"protein_coding"
"LINC02680",13809,2,3,"lncRNA"
"MKX",72958,6,15,"protein_coding"
"MKX-AS1",23607,1,2,"lncRNA"
"RN7SKP132",207,NA,NA,"pseudogene"
"ODAD2",187506,13,37,"protein_coding"
"RPL36AP55",199,NA,NA,"pseudogene"
"LOC112268060",11959,1,3,"lncRNA"
"MRPS21P5",269,NA,NA,"pseudogene"
"MPP7",284197,7,30,"protein_coding"
"SNORD130",141,1,1,"snoRNA"
"MIR8086",93,2,2,"miRNA"
"MPP7-DT",3102,1,4,"lncRNA"
"LOC124902596",212,1,1,"snoRNA"
"RPSAP10",1025,NA,NA,"pseudogene"
"LOC107984216",1211,1,3,"lncRNA"
"RN7SKP39",321,NA,NA,"pseudogene"
"WAC-AS1",12405,1,3,"lncRNA"
"WAC",90296,5,23,"protein_coding"
"RNU4ATAC6P",125,NA,NA,"pseudogene"
"TPRKBP1",550,NA,NA,"pseudogene"
"RNU6-1067P",106,NA,NA,"pseudogene"
"BAMBI",5410,1,3,"protein_coding"
"LOC105376470",2937,1,4,"lncRNA"
"LOC107984170",13696,1,3,"lncRNA"
"LINC01517",64539,1,4,"lncRNA"
"RNU6-270P",104,NA,NA,"pseudogene"
"LINC00837",6725,1,4,"lncRNA"
"C10orf126",35467,1,5,"lncRNA"
"RPL21P93",574,NA,NA,"pseudogene"
"LOC107984174",21815,1,3,"lncRNA"
"LOC107984171",11052,2,6,"lncRNA"
"LOC105376472",6421,1,3,"lncRNA"
"LYZL1",29269,3,8,"protein_coding"
"LOC107984217",6762,1,3,"lncRNA"
"LOC105376473",1921,1,3,"lncRNA"
"LOC105376474",3562,1,3,"lncRNA"
"SVIL-AS1",77714,5,11,"lncRNA"
"PTCHD3P1",762,NA,NA,"pseudogene"
"SVIL",279544,4,44,"protein_coding"
"MIR604",93,2,2,"miRNA"
"LOC124902571",75,NA,NA,"pseudogene"
"MIR938",82,2,2,"miRNA"
"CKS1BP2",711,NA,NA,"pseudogene"
"RNU6-908P",93,NA,NA,"pseudogene"
"LOC105376475",2798,1,3,"lncRNA"
"LOC105376476",7994,2,4,"lncRNA"
"LOC102724333",1006,1,2,"lncRNA"
"LOC107984172",642,1,2,"lncRNA"
"LOC107984173",1481,1,3,"lncRNA"
"LOC107984218",8759,1,2,"lncRNA"
"JCAD",102683,2,7,"protein_coding"
"LOC101929256",62291,4,8,"lncRNA"
"LOC105376477",9157,1,3,"lncRNA"
"LOC101929279",20834,1,3,"lncRNA"
"RNU6-598P",104,NA,NA,"pseudogene"
"EEF1A1P39",249,NA,NA,"pseudogene"
"MTPAP",39452,1,9,"protein_coding"
"DNM1P17",1830,NA,NA,"pseudogene"
"GOLGA2P6",7578,1,12,"transcribed_pseudogene"
"RN7SL241P",235,NA,NA,"pseudogene"
"MIR7162",68,3,3,"miRNA"
"NIFKP1",895,NA,NA,"pseudogene"
"CCND3P1",627,NA,NA,"pseudogene"
"MAP3K8",27815,5,15,"protein_coding"
"HNRNPA1P32",1270,NA,NA,"pseudogene"
"RN7SL63P",303,NA,NA,"pseudogene"
"LOC105376479",3473,1,4,"lncRNA"
"LYZL2",23538,3,8,"protein_coding"
"SVIL2P",25038,1,10,"transcribed_pseudogene"
"LINC02644",528,1,2,"lncRNA"
"ZNF438",187750,11,30,"protein_coding"
"DDX10P1",2122,NA,NA,"pseudogene"
"LOC105376481",81420,1,3,"lncRNA"
"LOC105376482",5074,2,7,"lncRNA"
"LOC105376483",10344,2,6,"lncRNA"
"LINC02664",73645,1,3,"lncRNA"
"RNA5SP309",105,NA,NA,"pseudogene"
"ZEB1-AS1",12730,4,7,"lncRNA"
"ZEB1",211399,9,29,"protein_coding"
"SPTLC1P1",301,NA,NA,"pseudogene"
"LOC100505502",1250,NA,NA,"pseudogene"
"LOC124906892",3726,1,4,"protein_coding"
"LOC105376484",14409,2,4,"lncRNA"
"MACORIS",14359,1,2,"lncRNA"
"ARHGAP12",123448,3,21,"protein_coding"
"HMGB1P7",604,NA,NA,"pseudogene"
"LOC107984219",94821,1,3,"lncRNA"
"LOC105376485",15810,1,3,"lncRNA"
"RN7SL825P",294,NA,NA,"pseudogene"
"KIF5B",47779,2,28,"protein_coding"
"RPS4XP11",888,NA,NA,"pseudogene"
"RNU7-22P",58,NA,NA,"pseudogene"
"PPIAP31",730,NA,NA,"pseudogene"
"RPS24P13",503,NA,NA,"pseudogene"
"EPC1",111006,6,28,"protein_coding"
"EPC1-AS1",27088,1,2,"lncRNA"
"RNU6-1244P",107,NA,NA,"pseudogene"
"LOC101929431",11666,1,3,"lncRNA"
"CCDC7",436760,4,50,"protein_coding"
"C1DP1",1161,NA,NA,"pseudogene"
"ITGB1",57927,3,18,"protein_coding"
"SNORA86",138,1,1,"snoRNA"
"AK3P5",919,NA,NA,"pseudogene"
"ITGB1-DT",99534,1,3,"lncRNA"
"MTND4LP11",279,NA,NA,"pseudogene"
