"TranscriptID","CP","GeneID"
"NR_176251.1",1,"BRCA2"
"XM_054375164.1",0.832291,"N4BP2L1"
"NR_148479.2",0.342587,"N4BP2L1"
"XM_054375165.1",0.786403,"N4BP2L1"
"XM_054375161.1",0.965822,"N4BP2L1"
"XR_007084204.1",0.00291173,"LOC124903256"
"NM_001353637.2",0.165753,"N4BP2L1"
"NM_001278432.2",1,"N4BP2L2"
"NR_170379.1",1,"N4BP2L2"
"XM_054374011.1",1,"N4BP2L2"
"XR_008488727.1",1,"N4BP2L2"
"XM_054374013.1",1,"N4BP2L2"
"NR_051980.1",0.277546,"MICOS10P1"
"XM_054374012.1",1,"N4BP2L2"
"NR_026928.1",0.0423209,"N4BP2L2-IT2"
"NR_170552.1",0.274726,"N4BP2L2"
"XM_054374014.1",1,"N4BP2L2"
"XR_007083594.1",0.023816,"PDS5B-DT"
"XM_054374271.1",1,"PDS5B"
"XM_054374276.1",1,"PDS5B"
"XM_054374277.1",1,"PDS5B"
"XM_054374284.1",1,"PDS5B"
"NR_047020.1",0.0157147,"LINC00423"
"XM_047446181.1",0.989274,"LOC124903151"
"XR_007083595.1",0.0410693,"LOC124903151"
"XM_054375190.1",1,"KL"
"NM_004795.4",1,"KL"
"XM_054375192.1",1,"KL"
"XM_054375191.1",1,"KL"
"XM_054375159.1",1,"STARD13"
"XM_054375157.1",1,"STARD13"
"XM_054375158.1",1,"STARD13"
"NM_001411014.1",1,"STARD13"
"NM_178006.4",1,"STARD13"
"NM_052851.3",1,"STARD13"
"NM_178007.3",1,"STARD13"
"NM_001243474.2",1,"STARD13"
"NM_001243466.2",1,"STARD13"
"NR_046693.1",0.0193476,"STARD13-AS"
"NR_146541.1",0.0850851,"LINC02344"
"XR_007083598.1",0.0955805,"LOC124903152"
"XR_007083596.1",0.0699797,"LOC102723406"
"XR_007083597.1",0.0781362,"LOC102723406"
"XR_007083600.1",0.00923442,"LOC107984551"
"XM_054374774.1",0.999618,"RFC3"
"XM_054374776.1",0.996958,"RFC3"
"XM_054374781.1",0.984636,"RFC3"
"XM_054374779.1",0.999927,"RFC3"
"XM_054374783.1",0.987344,"RFC3"
"XM_054374777.1",0.994703,"RFC3"
"XM_054374775.1",0.990173,"RFC3"
"NM_002915.4",0.99999,"RFC3"
"XR_007083601.1",0.0650083,"LOC105370156"
"XR_007084207.1",0.00253008,"LOC124900343"
"NR_146542.1",0.0503563,"LINC02343"
"NR_047036.1",0.0115547,"LINC00457"
"XR_007083602.1",0.0404709,"LOC105370159"
"XR_007083603.1",0.0815353,"LOC107987189"
"XM_054374458.1",1,"NBEA"
"XM_054374460.1",1,"NBEA"
"XM_054374459.1",1,"NBEA"
"XM_054374461.1",1,"NBEA"
"NM_005584.5",0.999999,"MAB21L1"
"NM_001204197.3",1,"NBEA"
"XR_007084016.1",0.0156086,"LOC105370161"
"XR_007084017.1",0.0874403,"LOC124903224"
"NR_132116.1",0.116305,"LINC00445"
"NR_132115.1",0.0698055,"LINC00445"
"NM_001330072.2",1,"DCLK1"
"NM_001330071.2",1,"DCLK1"
"NM_001195416.2",1,"DCLK1"
"XM_054375170.1",1,"DCLK1"
"XM_054375172.1",0.999807,"DCLK1"
"XM_054375171.1",0.999717,"DCLK1"
"NM_001195430.2",0.0693287,"DCLK1"
"XR_007084019.1",0.232664,"LOC105370163"
"XR_007084018.1",0.282197,"LOC105370163"
"XR_007084020.1",0.11191,"LOC107984604"
"NM_001198910.2",1,"CCDC169-SOHLH2"
"NM_017826.3",1,"SOHLH2"
"NM_001282147.2",0.998349,"SOHLH2"
"NM_001144984.3",0.345812,"CCDC169"
"NM_001144986.3",0.341087,"CCDC169"
"NM_001142294.2",1,"SPART"
"XM_054374304.1",1,"SPART"
"NM_001142295.2",1,"SPART"
"XM_054374308.1",1,"SPART"
"XM_054374309.1",1,"SPART"
"XM_054374301.1",1,"SPART"
"XM_054374307.1",1,"SPART"
"XM_054374302.1",1,"SPART"
"XM_054374306.1",1,"SPART"
"XM_054374299.1",1,"SPART"
"XM_054374305.1",1,"SPART"
"XM_054374303.1",1,"SPART"
"XR_008488749.1",1,"SPART"
"NR_045180.1",0.120123,"SPART-AS1"
"XM_054375156.1",1,"CCNA1"
"XM_054375155.1",1,"CCNA1"
"NM_001111046.2",1,"CCNA1"
"XM_054375154.1",1,"CCNA1"
"NM_001413923.1",1,"CCNA1"
"XR_007084021.1",0.03307,"LOC124903155"
"NM_203451.3",0.740174,"SERTM1"
"XR_007084023.1",0.0611881,"LOC102723490"
"XR_007084025.1",0.0562206,"LOC102723490"
"XR_007084022.1",0.0562206,"LOC102723490"
"XR_007084024.1",0.0611881,"LOC102723490"
"XR_007084026.1",0.0303052,"LOC124903156"
"NM_000538.4",0.99985,"RFXAP"
"NM_001378621.1",0.999976,"SMAD9"
"NM_005905.6",0.999976,"SMAD9"
"NM_013338.5",0.999999,"ALG5"
"XM_054374484.1",0.999772,"ALG5"
"NM_001142364.1",0.999989,"ALG5"
"XR_008488758.1",0.999597,"ALG5"
"NM_181503.3",0.999997,"EXOSC8"
"XM_054374718.1",1,"SUPT20H"
"XM_054374722.1",1,"SUPT20H"
"XM_054374724.1",1,"SUPT20H"
"NM_145203.6",0.999933,"CSNK1A1L"
"XR_007084027.1",0.0439564,"LOC124903159"
"NR_125762.1",0.122836,"LINC01048"
"NR_040244.1",0.596176,"LINC00547"
"NM_001286667.2",1,"POSTN"
"XM_054374032.1",1,"POSTN"
"NM_001135958.3",1,"TRPC4"
"XM_054374913.1",1,"TRPC4"
"XM_054374914.1",1,"TRPC4"
"XR_007084029.1",0.326768,"LINC02334"
"XR_007084028.1",0.21166,"LINC02334"
"NR_047500.1",0.103231,"LINC00571"
"NR_104584.2",0.0639948,"UFM1"
"NM_001286706.2",0.047778,"UFM1"
"NR_126377.1",0.021327,"LINC00437"
"NR_046999.1",0.0322994,"LINC00366"
"NM_207361.6",1,"FREM2"
"XR_008488759.1",1,"FREM2"
"XM_054374491.1",1,"FREM2"
"NR_146963.1",0.0285873,"FREM2-AS1"
"NM_145286.3",0.999979,"STOML3"
"XM_054374144.1",0.999725,"STOML3"
"XM_054375006.1",1,"PROSER1"
"NR_073109.1",0.832045,"NHLRC3"
"NM_001012754.4",0.999999,"NHLRC3"
"XR_007084030.1",0.0790963,"LOC105370169"
"XR_007084031.1",0.146129,"LOC105370168"
"XR_007084032.1",0.246614,"LOC105370168"
"XR_007084033.1",0.0220331,"LOC107984579"
"XR_007084034.1",0.020493,"LOC107984580"
"NM_005780.3",0.939883,"LHFPL6"
"XM_054373989.1",0.98692,"LHFPL6"
"XR_007084219.1",1.08132e-05,"LOC124903266"
"XR_007084035.1",0.00917921,"LOC105370170"
"XM_047446221.1",0.999304,"LOC112268119"
"NR_026745.1",1,"COG6"
"NM_001145079.2",1,"COG6"
"XM_054374771.1",1,"COG6"
"NR_036190.1",0.00297921,"MIR4305"
"XR_007084203.1",0.0145015,"LOC124903255"
"XR_007084036.1",0.0429919,"LOC105370171"
"XR_007084037.1",0.169423,"LOC105370171"
"XR_007084038.1",0.0242499,"LOC107984569"
"XM_047446233.1",0.567163,"LOC124903162"
"NR_046870.1",0.0806182,"LINC00332"
"NR_033877.1",0.17517,"LINC00548"
"NR_024506.1",0.452235,"LINC00598"
"NR_024505.1",0.586996,"LINC00598"
"NM_002015.4",1,"FOXO1"
"XM_054374285.1",0.999981,"FOXO1"
"NR_031723.2",0.0111279,"MIR320D1"
"NM_005830.4",1,"MRPS31"
"XR_008488724.1",0.999974,"MRPS31"
"NM_014252.4",0.998016,"SLC25A15"
"NR_038259.1",0.345669,"TPTE2P5"
"NR_030352.1",0.0321183,"MIR621"
"NR_003365.2",0.0217705,"SUGT1P3"
"NM_001145353.1",1,"ELF1"
"NM_001370330.1",1,"ELF1"
"XM_054374154.1",1,"ELF1"
"XM_054374161.1",1,"ELF1"
"NM_172373.4",1,"ELF1"
"NM_001370331.1",1,"ELF1"
"NM_007187.5",1,"WBP4"
"XM_054374061.1",1,"WBP4"
"XM_054374062.1",0.999872,"WBP4"
"NR_036127.1",0.0142171,"MIR3168"
"NM_152903.5",1,"KBTBD6"
"NR_120423.1",0.0541955,"LOC101929140"
"XR_007084212.1",0.00710301,"LOC124903260"
"NM_032138.7",1,"KBTBD7"
"NM_001354074.1",1,"MTRF1"
"XM_054375214.1",1,"MTRF1"
"XM_054375210.1",1,"MTRF1"
"XM_054375221.1",1,"MTRF1"
"XM_054375218.1",1,"MTRF1"
"NM_004294.4",1,"MTRF1"
"XM_054375217.1",1,"MTRF1"
"XM_054375212.1",1,"MTRF1"
"XM_054375220.1",1,"MTRF1"
"XM_054375222.1",1,"MTRF1"
"XM_054375223.1",0.999898,"MTRF1"
"XM_054375224.1",0.985653,"MTRF1"
"XR_007084039.1",0.425077,"LOC105370173"
"XR_007084040.1",0.0403764,"LOC105370173"
"NM_024561.5",1,"NAA16"
"XM_054374963.1",1,"NAA16"
"NM_001110798.2",1,"NAA16"
"XM_054374964.1",1,"NAA16"
"XM_054374967.1",0.999697,"NAA16"
"XM_054374966.1",0.999565,"NAA16"
"XM_054374962.1",1,"NAA16"
"NR_002163.3",0.209628,"OR7E37P"
"NM_014059.3",0.965377,"RGCC"
"XR_008488757.1",0.87632,"RGCC"
"XR_008488756.1",0.558462,"RGCC"
"XR_007084041.1",0.0485643,"LOC105370174"
"XR_007084044.1",0.0325234,"LOC105370175"
"XR_007084042.1",0.0333713,"LOC105370174"
"XR_007084043.1",0.0326824,"LOC105370174"
"NM_015058.2",1,"VWA8"
"NR_049803.1",9.13008e-06,"MIR5006"
"NM_001009814.2",1,"VWA8"
"NR_039974.1",0.0438353,"VWA8-AS1"
"XR_007084045.1",0.0147564,"LOC105370176"
"NM_001204504.3",1,"DGKH"
"NM_178009.5",1,"DGKH"
"NR_123715.2",1,"DGKH"
"NR_123714.2",1,"DGKH"
"XM_054374067.1",1,"AKAP11"
"XM_054374066.1",1,"AKAP11"
"XM_054374072.1",1,"AKAP11"
"XM_054374070.1",1,"AKAP11"
"XM_054374077.1",1,"AKAP11"
"XM_054374063.1",1,"AKAP11"
"XM_054374079.1",1,"AKAP11"
"XM_054374074.1",1,"AKAP11"
"NM_016248.4",1,"AKAP11"
"XM_054374065.1",1,"AKAP11"
"NR_135319.1",0.0251577,"LINC02341"
"NM_033012.4",0.999656,"TNFSF11"
"XM_054375076.1",0.997856,"TNFSF11"
"NM_003701.4",0.999997,"TNFSF11"
"XM_054375077.1",0.999603,"TNFSF11"
"XM_054375078.1",0.999818,"TNFSF11"
"XM_054375075.1",0.999693,"TNFSF11"
"XR_007084046.1",0.017954,"LOC124903163"
"XM_047446234.1",0.231724,"LOC124903164"
"XR_007084049.1",0.245301,"LOC124903164"
"XR_007084051.1",0.217205,"LOC124903164"
"XR_007084050.1",0.0704861,"LOC124903164"
"NM_001318932.2",0.213561,"FAM216B"
"XR_007084052.1",0.0992235,"LOC107984611"
"NR_125747.1",0.104913,"LINC01050"
"NR_126389.1",0.0185085,"LINC00428"
"NR_126388.1",0.0214926,"LINC00428"
"NM_001331228.2",0.616075,"EPSTI1"
"XM_054375195.1",0.971208,"EPSTI1"
"XM_054375198.1",0.979655,"EPSTI1"
"XM_054375201.1",0.996007,"EPSTI1"
"XM_054375203.1",0.903648,"EPSTI1"
"XM_054375194.1",0.999979,"EPSTI1"
"XR_007084054.1",0.00610086,"LOC124903165"
"XR_007084055.1",0.0158637,"LOC105370178"
"XR_007084053.1",0.0190314,"LOC124907108"
"XR_007084056.1",0.0220784,"LOC105370179"
"NM_013238.3",0.625729,"DNAJC15"
"NR_047013.1",0.0613525,"LINC00400"
"NM_001347965.2",1,"ENOX1"
"XM_054374636.1",1,"ENOX1"
"XM_054374643.1",1,"ENOX1"
"XM_054374642.1",1,"ENOX1"
"XR_008488768.1",1,"ENOX1"
"XM_054374648.1",1,"ENOX1"
"XM_054374649.1",0.999999,"ENOX1"
"XM_054374650.1",1,"ENOX1"
"NR_120399.1",0.0112466,"ENOX1-AS2"
"NR_145132.2",0.032422,"ENOX1"
"XR_007084057.1",0.0166672,"LOC124903166"
"XM_054374139.1",0.999516,"CCDC122"
"XM_054374143.1",0.898636,"CCDC122"
"NM_001350617.2",0.898636,"CCDC122"
"NM_001350618.2",0.903655,"CCDC122"
"XM_054374138.1",0.999976,"CCDC122"
"XM_054374141.1",0.99993,"CCDC122"
"XM_054374118.1",1,"LACC1"
"XM_054374123.1",0.991238,"LACC1"
"NM_001350641.2",0.999999,"LACC1"
"XM_054374115.1",1,"LACC1"
"XM_054374122.1",0.995988,"LACC1"
"XM_054374121.1",1,"LACC1"
"XM_054374127.1",0.995988,"LACC1"
"XM_054374116.1",1,"LACC1"
"NM_001350642.2",0.999998,"LACC1"
"XM_054374124.1",0.995988,"LACC1"
"XR_007084060.1",0.026299,"LOC105370182"
"XR_007084062.1",0.14678,"LOC105370182"
"XR_007084061.1",0.140982,"LOC105370182"
"NR_026955.1",0.269078,"NRAD1"
"NR_132368.1",0.0592359,"LINC00390"
"NR_104065.1",0.0702372,"SMIM2-AS1"
"NR_104064.1",0.121241,"SMIM2-AS1"
"NM_024058.3",0.183967,"SMIM2"
"NR_046843.1",0.0242045,"SMIM2-IT1"
"NR_107046.1",0.00492144,"MIR8079"
"XR_007084063.1",0.05255,"LOC107984552"
"XR_007084064.1",0.0838197,"LOC105370297"
"NM_001346980.2",0.0782266,"SERP2"
"XR_008488762.1",0.0976808,"SERP2"
"NR_144535.2",0.118671,"SERP2"
"NR_104174.1",0.00856575,"TUSC8"
"XM_054375104.1",1,"TSC22D1"
"XM_054375103.1",1,"TSC22D1"
"NM_001243799.1",1,"TSC22D1"
"NM_183422.4",1,"TSC22D1"
"NM_001243798.2",0.362379,"TSC22D1"
"NM_001243797.2",0.362379,"TSC22D1"
"NM_006022.4",0.912198,"TSC22D1"
"XR_007084065.1",0.0413961,"LOC124903167"
"XM_054375107.1",1,"TSC22D1"
"XM_054375106.1",1,"TSC22D1"
"XM_054375105.1",1,"TSC22D1"
"XR_008488789.1",1,"TSC22D1"
"NR_038381.1",0.185625,"TSC22D1-AS1"
"XR_007084213.1",0.0175952,"LOC124903261"
"NR_149082.1",0.186366,"LINC00407"
"XR_007084066.1",0.0262543,"LOC105370185"
"NR_038433.3",0.194774,"LINC00330"
"XR_007084069.1",0.0459139,"LOC105370187"
"XR_007084068.1",0.0333584,"LOC105370187"
"XR_007084067.1",0.0624252,"LOC105370187"
"XR_007084070.1",0.0244736,"LOC107984619"
"NM_012345.3",1,"NUFIP1"
"XR_008488755.1",0.999999,"NUFIP1"
"NM_001316952.2",0.963578,"GPALPP1"
"NM_018559.5",1,"GPALPP1"
"XM_054374672.1",0.996662,"GPALPP1"
"XM_054374670.1",0.986211,"GPALPP1"
"XM_054374671.1",0.903333,"GPALPP1"
"XR_007084071.1",0.0377714,"LOC105370188"
"XR_007084072.1",0.0189759,"LOC107984596"
"NR_120424.1",0.0663862,"LOC101929259"
"XM_054374481.1",0.999168,"GTF2F2"
"XM_054374483.1",0.5,"GTF2F2"
"NM_198404.3",0.993366,"KCTD4"
"XM_054374482.1",0.561724,"GTF2F2"
"XR_007084073.1",0.105869,"LOC124903168"
"NM_001286273.2",0.826349,"TPT1"
"NR_145985.1",0.0150415,"SNORA31B"
"NR_002967.1",0.0057956,"SNORA31"
"NR_024458.1",0.293701,"TPT1-AS1"
"XM_054374386.1",0.998865,"SLC25A30"
"XM_054374387.1",0.997533,"SLC25A30"
"NM_001286806.2",0.966208,"SLC25A30"
"XM_054374384.1",0.995461,"SLC25A30"
"XM_054374385.1",0.998865,"SLC25A30"
"XM_054374389.1",0.999615,"SLC25A30"
"NR_047031.1",0.70393,"SLC25A30-AS1"
"XR_008488787.1",1,"COG3"
"XM_054375069.1",1,"COG3"
"XR_008488788.1",1,"COG3"
"NM_182542.3",1,"ERICH6B"
"XM_054374192.1",1,"ERICH6B"
"NR_125786.1",0.121618,"LINC01055"
"XM_054374193.1",1,"CBY2"
"NM_001286342.2",1,"CBY2"
"NM_198849.3",0.997019,"SIAH3"
"XR_007084074.1",0.0293552,"LOC105370191"
"XR_007084075.1",0.0267763,"LOC105370191"
"NR_167893.1",1,"ZC3H13"
"NM_015070.6",1,"ZC3H13"
"NR_046226.1",0.0325342,"CPB2-AS1"
"NM_001278541.2",1,"CPB2"
"XM_054374114.1",1,"CPB2"
"XR_007084076.1",0.146057,"LOC124907109"
"NM_002298.5",1,"LCP1"
"XM_054374519.1",1,"LCP1"
"XM_054374520.1",1,"LCP1"
"XR_007084077.1",0.0447451,"LOC107984578"
"XR_007084079.1",0.0156723,"LOC105370192"
"XR_007084078.1",0.0896651,"LOC107984578"
"NM_001282460.2",1,"LRRC63"
"XR_008488744.1",0.999952,"LRRC63"
"XM_054374197.1",1,"LRRC63"
"XM_054374201.1",0.999999,"LRRC63"
"XR_008488735.1",1,"LRRC63"
"XR_008488736.1",1,"LRRC63"
"XR_008488745.1",0.998537,"LRRC63"
"XM_054374199.1",1,"LRRC63"
"XR_007084214.1",0.0118084,"LOC124903262"
"XR_007084080.1",0.0249126,"LOC105370194"
"NR_047493.1",0.0390382,"LINC00563"
"NM_001286766.3",0.999999,"RUBCNL"
"NM_001286761.2",1,"RUBCNL"
"NM_001286764.3",1,"RUBCNL"
"NR_120426.1",0.045482,"LINC01198"
"NR_158370.1",0.119849,"LOC112268117"
"XM_054374310.1",1,"LRCH1"
"NM_001164211.2",1,"LRCH1"
"XM_054374311.1",1,"LRCH1"
"XR_007084081.1",0.0645977,"LOC107984563"
"XM_054374162.1",0.999995,"ESD"
"XM_054374163.1",0.999995,"ESD"
"NM_001984.2",0.999995,"ESD"
"NM_001378924.1",1,"HTR2A"
"NM_001165947.5",0.999993,"HTR2A"
"NR_046612.1",0.00549102,"HTR2A-AS1"
"XR_007084082.1",0.096272,"LOC105370195"
"XR_007084083.1",0.0577225,"LOC105370196"
"NR_047492.1",0.0564983,"LINC00562"
"NM_003850.3",1,"SUCLA2"
"NR_136687.2",0.954939,"NUDT15"
"NM_018283.4",0.935602,"NUDT15"
"NM_001304745.2",0.947624,"NUDT15"
"NM_001270629.2",0.996448,"MED4"
"NR_046511.1",0.0089294,"MED4-AS1"
"XR_007084088.1",0.69327,"LOC105370198"
"XR_007084090.1",0.958185,"LOC105370198"
"XR_007084089.1",0.02079,"LOC105370198"
"NM_021999.5",0.999647,"ITM2B"
"NR_046414.2",0.0306231,"RB1-DT"
"NM_001407165.1",1,"RB1"
"NM_001407166.1",1,"RB1"
"NM_001407167.1",0.4495,"RB1"
"XR_007084091.1",0.0827791,"LOC112268118"
"XM_054373988.1",0.536102,"LPAR6"
"XM_054373987.1",0.689867,"LPAR6"
"NM_005767.7",0.999989,"LPAR6"
"NM_001162497.3",0.999983,"LPAR6"
"NM_001162498.3",0.999998,"LPAR6"
"NM_001407168.1",0.0461196,"RB1"
"NM_001352429.2",1,"RCBTB2"
"NR_147985.2",0.99929,"RCBTB2"
"XM_054374055.1",1,"RCBTB2"
"XR_008488728.1",0.999999,"RCBTB2"
"XM_054374058.1",0.99999,"RCBTB2"
"XM_054374057.1",0.999995,"RCBTB2"
"XM_047446235.1",0.935967,"LOC124903173"
"NM_001352430.2",0.999992,"RCBTB2"
"NR_170270.1",0.844337,"LINC01077"
"NR_051983.1",0.360715,"LINC00462"
"XR_007084092.1",0.142171,"LOC105370202"
"NM_001308465.3",0.999875,"CYSLTR2"
"XR_007084093.1",0.0278999,"LOC107984559"
"XM_054374243.1",1,"FNDC3A"
"NM_001079673.2",1,"FNDC3A"
"NR_103528.2",1,"FNDC3A"
"XM_054374245.1",1,"FNDC3A"
"XM_054374244.1",1,"FNDC3A"
"NM_014923.5",1,"FNDC3A"
"NM_001507.1",0.999999,"MLNR"
"NR_135318.1",0.147256,"LOC105370203"
"NR_036439.2",0.999997,"CDADC1"
"XM_054375057.1",1,"CDADC1"
"XM_054375052.1",1,"CDADC1"
"XM_054375053.1",1,"CDADC1"
"XM_054375056.1",0.999998,"CDADC1"
"XM_054375054.1",1,"CDADC1"
"XM_054375055.1",0.999997,"CDADC1"
"NM_001079670.3",0.999984,"CAB39L"
"XM_054375061.1",0.999982,"CAB39L"
"XM_054375059.1",0.999994,"CAB39L"
"XM_054375058.1",0.99999,"CAB39L"
"NM_001287339.2",0.999972,"CAB39L"
"XM_054375060.1",0.99999,"CAB39L"
"NM_030925.4",0.999982,"CAB39L"
"NR_135324.2",1,"SETDB2-PHF11"
"NR_172062.1",0.999999,"SETDB2"
"NM_001393977.1",1,"SETDB2"
"NR_135322.2",0.958664,"PHF11"
"NR_135323.2",0.999221,"PHF11"
"NM_001040444.2",0.999989,"PHF11"
"NR_148015.2",0.999772,"RCBTB1"
"XM_054374659.1",1,"RCBTB1"
"NM_001352504.2",1,"RCBTB1"
"NM_001352505.2",1,"RCBTB1"
"XM_054374662.1",0.999997,"RCBTB1"
"XM_054374660.1",0.999984,"RCBTB1"
"XM_054374661.1",0.999999,"RCBTB1"
"XR_007084096.1",0.048601,"LOC105370204"
"XR_007084095.1",0.0529901,"LOC105370204"
"NM_138450.6",0.968363,"ARL11"
"XR_007084097.1",0.0784958,"LOC105370205"
"NM_032565.5",0.999341,"EBPL"
"NR_103803.1",0.11168,"EBPL"
"NM_002267.4",1,"KPNA3"
"XM_054374505.1",1,"KPNA3"
"NR_003268.3",1,"CTAGE10P"
"NR_023351.3",0.157428,"SPRYD7"
"XR_008488777.1",0.855144,"SPRYD7"
"NR_152566.1",0.932178,"DLEU2"
"NR_037407.1",0.0672175,"MIR3613"
"NM_213590.3",1,"TRIM13"
"NM_199464.3",0.995921,"KCNRG"
"NR_152571.1",0.00400766,"DLEU2"
"NR_152568.1",0.024046,"DLEU2"
"NR_029486.1",0.0628092,"MIR16-1"
"NR_029485.1",1.38405e-05,"MIR15A"
"NR_152569.1",0.0284963,"DLEU2"
"NR_109974.1",0.0242904,"DLEU1"
"NR_109973.1",0.0356678,"DLEU1"
"NR_002183.1",0.999964,"ST13P4"
"NR_125753.1",0.0220996,"DLEU1-AS1"
"XR_007084099.1",0.0421282,"LOC107984568"
"NM_198989.3",0.951455,"DLEU7"
"NR_046551.1",0.0549572,"DLEU7-AS1"
"NM_001306135.2",0.999183,"DLEU7"
"NR_046552.1",0.0101259,"RNASEH2B-AS1"
"XM_054374969.1",0.99993,"RNASEH2B"
"XM_054374975.1",0.957479,"RNASEH2B"
"XM_054374973.1",0.995853,"RNASEH2B"
"NM_001411023.1",0.999734,"RNASEH2B"
"NM_024570.4",0.999996,"RNASEH2B"
"XM_054374971.1",0.999967,"RNASEH2B"
"XM_054374968.1",0.999988,"RNASEH2B"
"XM_054374970.1",0.999876,"RNASEH2B"
"XM_054374972.1",0.999899,"RNASEH2B"
"XM_054374976.1",0.977227,"RNASEH2B"
"NR_003923.2",1,"GUCY1B2"
"NR_102431.3",0.145925,"C13orf42"
"NR_102432.3",0.0997306,"C13orf42"
"XM_054374862.1",0.969726,"C13orf42"
"NM_001351589.3",0.999944,"C13orf42"
"XR_007084100.1",0.0661771,"LOC107984554"
"XM_054374194.1",0.999998,"FAM124A"
"XM_054374196.1",0.999998,"FAM124A"
"NM_001330522.2",0.999998,"FAM124A"
"NM_001386375.1",1,"SERPINE3"
"XM_054374864.1",1,"SERPINE3"
"XR_008488752.1",1,"INTS6"
"NM_001101320.1",1,"SERPINE3"
"NR_049878.1",0.00966147,"MIR5693"
"XM_054374439.1",1,"INTS6"
"NM_001039937.2",1,"INTS6"
"XM_054374440.1",1,"INTS6"
"XM_054374441.1",0.99999,"INTS6"
"NM_001039938.2",0.233842,"INTS6"
"NR_103812.1",0.00823432,"INTS6-AS1"
"XR_007084101.1",0.0153406,"LOC124903175"
"NR_039852.1",1.28461e-05,"MIR4703"
"NM_052950.4",0.999999,"WDFY2"
"XR_008488729.1",1,"WDFY2"
"XM_054374095.1",0.999993,"WDFY2"
"XM_054374096.1",0.999135,"WDFY2"
"XM_054375000.1",0.933717,"DHRS12"
"XR_008488781.1",0.986215,"DHRS12"
"NR_165332.1",0.265308,"DHRS12"
"NM_024705.2",0.999025,"DHRS12"
"NM_001377932.1",0.97079,"DHRS12"
"XM_054375002.1",0.816058,"DHRS12"
"XM_054375004.1",0.908256,"DHRS12"
"XR_008488780.1",0.985692,"DHRS12"
"XM_054374999.1",0.986619,"DHRS12"
"XM_054375001.1",0.966681,"DHRS12"
"XR_007084102.1",0.0709839,"LOC107984561"
"XM_054374472.1",0.978626,"TMEM272"
"XM_054374474.1",0.969826,"TMEM272"
"XM_054374473.1",0.969826,"TMEM272"
"XM_054374475.1",0.450639,"TMEM272"
"XM_054374471.1",0.961633,"TMEM272"
"NM_001351006.2",0.349578,"TMEM272"
"NM_001346075.2",0.999913,"CCDC70"
"NM_001406541.1",1,"ATP7B"
"NM_001406522.1",1,"ATP7B"
"NM_001243182.2",1,"ATP7B"
"NM_001406544.1",1,"ATP7B"
"NR_036571.3",1,"ALG11"
"NM_021645.6",1,"UTP14C"
"XM_054374497.1",1,"NEK5"
"XM_054374496.1",1,"NEK5"
"XM_054374495.1",1,"NEK5"
"XM_054374492.1",1,"NEK5"
"XM_054374494.1",1,"NEK5"
"XM_054374499.1",1,"NEK5"
"XM_054374502.1",1,"NEK5"
"NM_199289.3",1,"NEK5"
"XR_008488760.1",1,"NEK5"
"XR_008488761.1",1,"NEK5"
"XM_054374500.1",1,"NEK5"
"XM_054374501.1",1,"NEK5"
"XM_054374503.1",1,"NEK5"
"XM_054374504.1",1,"NEK5"
"NR_110306.1",0.0340783,"LOC101929657"
"NR_027415.2",0.999888,"NEK3"
"NR_172104.1",0.999943,"NEK3"
"XR_007084103.1",0.124842,"LOC124903176"
"NR_051964.1",0.0350854,"MRPS31P5"
"XR_007084104.1",0.997085,"TPTE2P2"
"NR_120400.1",0.0723305,"LINC02333"
"XR_007084107.1",0.0423727,"LOC105370207"
"XR_007084105.1",0.31548,"LOC105370207"
"NM_199263.3",1,"THSD1"
"NM_001282168.2",0.999999,"VPS36"
"NM_001282169.2",0.999992,"VPS36"
"NM_001098525.3",1,"CKAP2"
"NM_001286687.2",1,"CKAP2"
"XM_054374449.1",1,"CKAP2"
"NR_184203.1",0.315865,"LINC00345"
"NR_002793.2",0.998762,"TPTE2P3"
"NR_184202.1",0.92407,"LINC00345"
"NM_001011724.3",0.999995,"HNRNPA1L2"
"NM_001389320.1",0.999999,"HNRNPA1L2"
"NR_170300.1",0.00587885,"SUGT1-DT"
"NM_001320831.2",0.99935,"SUGT1"
"XM_054374053.1",0.999609,"SUGT1"
"XM_054374054.1",0.99935,"SUGT1"
"NM_001011705.2",0.999999,"CNMD"
"NR_031582.1",0.00263472,"MIR759"
"NM_032949.3",1,"PCDH8"
"NM_006418.5",1,"OLFM4"
"NR_125788.1",0.0488362,"LINC01065"
"XR_007084111.1",0.0358646,"LOC105370210"
"XR_007084112.1",0.0155412,"LOC105370210"
"NR_047488.1",0.032094,"LINC00558"
"NR_108062.1",0.0219698,"LINC00458"
"NR_108063.1",0.0162225,"LINC00458"
"NR_031628.1",0.130425,"MIR1297"
"XR_007083951.1",0.058091,"LOC105370213"
"XM_047446226.1",0.233707,"LOC124903233"
"XM_047446227.1",0.318484,"LOC124903233"
"XR_007083958.1",0.0848049,"LOC124903233"
"XR_007083952.1",0.177204,"LOC124903233"
"XR_007083959.1",0.0268665,"LOC124903233"
"XR_007083954.1",0.225359,"LOC124903233"
"XR_007083957.1",0.0790599,"LOC124903233"
"XR_007083955.1",0.163232,"LOC124903233"
"XR_007083956.1",0.040768,"LOC124903233"
"XR_007083960.1",0.151968,"LOC124903233"
"XR_007083961.1",0.00521096,"LOC124903234"
